First Name,Last Name,Link,Nick Name,Wins,Losses,Draws,Height,Weight,Reach,STANCE,DOB,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
Ricardo,Abreu,http://ufcstats.com/fighter-details/aa6e591c2a2cdecd,Demente,5,1,0,"5' 11""",185 lbs.,--,Orthodox,"Apr 27, 1984",3.79,31%,3.98,68%,2.13,42%,100%,0.7
Klidson,Abreu,http://ufcstats.com/fighter-details/7279654c7674cd24,White Bear,15,4,0 (1 NC),"6' 0""",205 lbs.,"74""",Orthodox,"Dec 24, 1992",2.05,40%,2.90,55%,0.64,20%,80%,0.0
Cyborg,Abreu,http://ufcstats.com/fighter-details/f689bd7bbd14b392,,0,0,0,--,--,--,,"Dec 20, 1980",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Daniel,Acacio,http://ufcstats.com/fighter-details/1c5879330d42255f,,30,18,0,"5' 8""",180 lbs.,--,Orthodox,"Dec 27, 1977",3.52,36%,2.85,62%,0.33,20%,81%,0.0
John,Adajar,http://ufcstats.com/fighter-details/989b85f6540c86b1,The Outlaw,6,2,0,"5' 9""",170 lbs.,"75""",Orthodox,"Jun 22, 1991",3.90,52%,6.28,44%,0.00,0%,0%,0.0
Scott,Adams,http://ufcstats.com/fighter-details/2620f3eb21c79614,,8,1,0,"6' 0""",225 lbs.,--,Southpaw,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Juan,Adams,http://ufcstats.com/fighter-details/83b00f7597e5ac83,The Kraken,5,3,0,"6' 5""",265 lbs.,"80""",Orthodox,"Jan 16, 1992",7.09,55%,4.06,34%,0.91,66%,57%,0.0
Anthony,Adams,http://ufcstats.com/fighter-details/a77633a989013265,Sugafoot,8,2,0,"6' 1""",185 lbs.,"76""",Orthodox,"Jan 13, 1988",3.17,41%,5.93,44%,0.00,0%,0%,0.0
Zarrukh,Adashev,http://ufcstats.com/fighter-details/79cb2a690b9ba5e8,The Lion,4,4,0,"5' 5""",125 lbs.,"65""",Southpaw,"Jul 29, 1992",3.65,40%,3.04,64%,0.00,0%,100%,0.5
Israel,Adesanya,http://ufcstats.com/fighter-details/1338e2c7480bdf9e,The Last Stylebender,24,5,0,"6' 4""",185 lbs.,"80""",Switch,"Jul 22, 1989",4.02,48%,3.20,55%,0.05,11%,76%,0.1
Sam,Adkins,http://ufcstats.com/fighter-details/0e9869d712e81f8f,The Experience,7,20,2,"6' 3""",225 lbs.,--,Orthodox,"Apr 26, 1965",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Mohamed,Ado,http://ufcstats.com/fighter-details/7a846fcbf182a7c8,,5,1,0,"5' 11""",170 lbs.,"76""",Switch,"May 03, 2000",1.66,83%,0.33,75%,4.97,50%,50%,5.0
Nick,Agallar,http://ufcstats.com/fighter-details/ebc5af72ad5a28cb,,24,6,0,"5' 8""",155 lbs.,--,Orthodox,"Jan 13, 1979",0.69,11%,4.56,42%,0.00,0%,0%,0.0
Mariya,Agapova,http://ufcstats.com/fighter-details/a08ddd04eaffd81d,Money Mashka,10,5,0,"5' 6""",125 lbs.,"68""",Southpaw,"Apr 07, 1997",4.43,54%,3.62,52%,0.55,66%,45%,0.8
Kantharaj,Agasa,http://ufcstats.com/fighter-details/26f4288e83188c61,Kannadiga,12,3,0,--,135 lbs.,--,,"Feb 16, 1992",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Marcelo,Aguiar,http://ufcstats.com/fighter-details/44aa652b181bcf68,,2,3,1,"5' 10""",170 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Fabio,Aguiar,http://ufcstats.com/fighter-details/501821d7fb7b95c1,,17,1,0,"6' 0""",185 lbs.,--,,"Feb 10, 1988",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Edwin,Aguilar,http://ufcstats.com/fighter-details/6cadc0a0ba7dc015,Tigre,26,19,0 (1 NC),"5' 10""",185 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jessica,Aguilar,http://ufcstats.com/fighter-details/8f382b3baa954d2a,Jag,20,8,0,"5' 3""",115 lbs.,"63""",Orthodox,"May 08, 1982",4.93,50%,7.19,53%,0.94,25%,50%,0.2
Kevin,Aguilar,http://ufcstats.com/fighter-details/cf946e03ba2e7666,Angel of Death,17,5,0,"5' 7""",155 lbs.,"73""",Orthodox,"Sep 07, 1988",3.96,40%,4.81,52%,0.16,16%,78%,0.0
Jesus,Aguilar,http://ufcstats.com/fighter-details/c051c2e12d692b8a,,11,3,0,"5' 4""",125 lbs.,"62""",Orthodox,"Mar 13, 1996",1.73,45%,1.10,59%,1.83,35%,40%,1.8
Christian,Aguilera,http://ufcstats.com/fighter-details/ae071698e1a3ccd4,The Beast,14,8,0,"5' 9""",170 lbs.,"72""",Switch,"Nov 25, 1991",2.54,37%,4.04,48%,0.00,0%,60%,0.0
Nick,Aguirre,http://ufcstats.com/fighter-details/0978385b2bd9ef9b,Slick,7,2,0,"5' 9""",135 lbs.,"74""",Southpaw,"Jan 15, 1996",0.73,33%,2.89,45%,1.16,20%,33%,0.6
,Agulali,http://ufcstats.com/fighter-details/b2efa582adf73604,,13,1,0,"5' 9""",125 lbs.,"67""",Switch,"Apr 07, 2005",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ahejiang,Ailinuer,http://ufcstats.com/fighter-details/ff584c17bccbae0b,,15,3,0,--,145 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Mike,Aina,http://ufcstats.com/fighter-details/9e3dbb9c68ed5d1a,Iron,14,6,1 (1 NC),"5' 9""",155 lbs.,--,Orthodox,--,2.87,33%,6.33,59%,0.00,0%,71%,0.0
Ashiek,Ajim,http://ufcstats.com/fighter-details/49dea784f6cfed71,Peak Physique,6,2,0,"5' 8""",135 lbs.,"71""",Switch,"Jun 19, 1994",5.00,40%,11.25,25%,0.00,0%,0%,0.0
Hitomi,Akano,http://ufcstats.com/fighter-details/2eada40ac8801559,Girlfight Monster,18,10,0,"5' 4""",135 lbs.,--,Southpaw,"Jul 27, 1974",0.59,45%,2.58,55%,0.00,0%,8%,0.5
Omari,Akhmedov,http://ufcstats.com/fighter-details/16690d100f995f8f,Wolverine,21,6,1,"6' 0""",185 lbs.,"73""",Orthodox,"Oct 12, 1987",2.97,34%,2.84,55%,2.58,45%,65%,0.2
Yoshihiro,Akiyama,http://ufcstats.com/fighter-details/b0550072e5f0afa7,,14,6,0 (2 NC),"5' 10""",170 lbs.,"75""",Orthodox,"Jul 29, 1975",3.10,41%,3.62,57%,2.29,67%,92%,1.0
Rostem,Akman,http://ufcstats.com/fighter-details/1fc64507a0cb38cf,,6,2,0,"5' 10""",170 lbs.,"72""",Switch,"Dec 19, 1991",1.80,25%,3.97,57%,1.00,40%,87%,0.0
Razak,Al-Hassan,http://ufcstats.com/fighter-details/38b50fd1e1b5b656,,13,5,0,"6' 2""",205 lbs.,--,Orthodox,"May 14, 1982",3.27,39%,3.14,60%,0.65,14%,57%,0.0
Abdul-Kareem,Al-Selwady,http://ufcstats.com/fighter-details/597499ac7a5aac62,Pride of Palestine,15,4,0,"5' 8""",155 lbs.,"69""",Orthodox,"Apr 10, 1995",4.14,34%,3.60,59%,2.32,30%,20%,0.0
Mostapha,Al-Turk,http://ufcstats.com/fighter-details/1cf1310684a841f5,,6,6,0,"6' 2""",245 lbs.,"77""",Orthodox,"Jul 14, 1973",1.36,19%,3.61,53%,0.00,0%,0%,0.0
Herdem,Alacabek,http://ufcstats.com/fighter-details/7578cc6bd750206b,,5,1,0,"6' 2""",205 lbs.,"75""",Orthodox,"Jun 07, 1991",3.84,65%,6.66,23%,2.06,50%,42%,0.0
Javi,Alanis,http://ufcstats.com/fighter-details/2144954270be834d,,0,4,0,"5' 6""",135 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
,Alatengheili,http://ufcstats.com/fighter-details/1897b7b913736a7c,The Mongolian Knight,17,10,2,"5' 5""",135 lbs.,"66""",Orthodox,"Dec 14, 1991",2.82,32%,5.12,57%,1.74,43%,75%,0.0
Amir,Albazi,http://ufcstats.com/fighter-details/6d35bf94f7d30241,The Prince,17,2,0,"5' 5""",125 lbs.,"68""",Orthodox,"Oct 27, 1993",2.72,34%,3.71,61%,1.39,32%,50%,0.5
Brett,Albee,http://ufcstats.com/fighter-details/9b28292abe3166d5,,3,2,0,--,225 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
John,Albert,http://ufcstats.com/fighter-details/7bd94b60d7521e4a,Prince,6,5,0,"5' 8""",135 lbs.,"68""",Orthodox,"Oct 13, 1986",3.05,49%,2.82,35%,0.00,0%,50%,6.1
Junior,Albini,http://ufcstats.com/fighter-details/c482c8605455a213,Baby,14,6,0,"6' 3""",264 lbs.,"74""",Orthodox,"Mar 15, 1991",3.98,51%,6.08,52%,1.54,37%,100%,0.0
Wes,Albritton,http://ufcstats.com/fighter-details/184b955181bdef52,,0,1,0,"5' 10""",188 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Aleksandra,Albu,http://ufcstats.com/fighter-details/e76d9f656ceb82ab,Stitch,3,2,0,"5' 2""",115 lbs.,"63""",Orthodox,"Jul 14, 1990",4.83,47%,5.56,38%,2.27,50%,77%,0.4
Israel,Albuquerque,http://ufcstats.com/fighter-details/dd1b90eea08887f6,,0,3,0,--,185 lbs.,--,Orthodox,--,0.32,13%,3.34,25%,0.00,0%,0%,0.0
Juan,Alcain,http://ufcstats.com/fighter-details/39f62b833e4cf126,,1,2,0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Iuri,Alcantara,http://ufcstats.com/fighter-details/2f95a3c6d58b2aad,Marajo,35,10,0 (1 NC),"5' 9""",135 lbs.,"71""",Southpaw,"Aug 04, 1980",2.72,45%,2.79,49%,1.44,62%,60%,0.8
Ildemar,Alcantara,http://ufcstats.com/fighter-details/7c6e87729e824ef4,Marajo,21,11,0,"6' 2""",185 lbs.,"78""",Orthodox,"Nov 18, 1982",1.93,38%,2.63,50%,2.00,68%,81%,0.9
Alfonso,Alcarez,http://ufcstats.com/fighter-details/1e38bba6738b7b10,,1,3,1,"5' 3""",145 lbs.,--,,"Jun 10, 1970",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Gilbert,Aldana,http://ufcstats.com/fighter-details/d26934530dc5b248,El Peligro,6,2,0,"6' 1""",250 lbs.,--,Orthodox,"Aug 25, 1977",2.91,54%,6.26,26%,2.57,40%,33%,0.0
Irene,Aldana,http://ufcstats.com/fighter-details/578ef12674df1e6a,,15,8,0,"5' 9""",135 lbs.,"68""",Orthodox,"Mar 26, 1988",5.19,39%,6.64,56%,0.15,50%,77%,0.2
Hector,Aldana,http://ufcstats.com/fighter-details/c487223b0289bda9,,4,3,0,"5' 11""",170 lbs.,"72""",Orthodox,"Aug 17, 1988",3.59,38%,5.08,59%,0.93,100%,0%,0.0
Jose,Alday,http://ufcstats.com/fighter-details/7460ddef986d3144,Pochito,14,6,1,"5' 7""",135 lbs.,"68""",Orthodox,"Sep 14, 1991",3.13,44%,3.13,58%,0.00,0%,57%,0.0
Jose,Aldo,http://ufcstats.com/fighter-details/d0f3959b4a9747e6,,32,10,0,"5' 7""",135 lbs.,"70""",Orthodox,"Sep 09, 1986",3.65,46%,3.81,60%,0.47,51%,92%,0.1
JJ,Aldrich,http://ufcstats.com/fighter-details/6fd953151d981979,,14,7,0,"5' 5""",125 lbs.,"67""",Southpaw,"Sep 29, 1992",3.96,47%,4.32,61%,0.75,26%,67%,0.0
Irina,Alekseeva,http://ufcstats.com/fighter-details/103e2e33a60683e1,Russian Ronda,5,2,0,"5' 8""",135 lbs.,"67""",Orthodox,"Jun 27, 1990",3.84,43%,3.55,48%,0.87,20%,100%,0.9
Talita,Alencar,http://ufcstats.com/fighter-details/d35298b6df168456,Problem Child,6,1,1,"5' 1""",115 lbs.,"58""",Orthodox,"Oct 17, 1990",2.62,33%,3.77,53%,2.50,20%,50%,0.2
Jim,Alers,http://ufcstats.com/fighter-details/fe5a9547479396ab,The Beast,13,3,0 (1 NC),"5' 9""",145 lbs.,"71""",Orthodox,"Oct 14, 1986",2.90,40%,4.38,56%,2.26,41%,80%,0.3
John,Alessio,http://ufcstats.com/fighter-details/7a15f3694c5cbc02,The Natural,35,17,0 (2 NC),"5' 10""",155 lbs.,"72""",Orthodox,"Jul 05, 1979",2.10,39%,2.91,54%,1.85,38%,70%,1.2
Houston,Alexander,http://ufcstats.com/fighter-details/0541480fbf719d86,The Assassin,17,15,1 (2 NC),"6' 0""",205 lbs.,"72""",Orthodox,"Mar 22, 1972",3.06,54%,3.20,52%,1.19,57%,33%,0.0
Kenneth,Alexander,http://ufcstats.com/fighter-details/8fd76e1b49c00ae2,The Machine,7,6,0 (1 NC),"5' 9""",155 lbs.,--,Orthodox,"Sep 25, 1977",0.88,19%,2.20,66%,4.71,26%,0%,0.0
Lucas,Alexander,http://ufcstats.com/fighter-details/11583163f45c7b31,The Lion,8,5,0,"5' 11""",145 lbs.,"73""",Orthodox,"Jul 28, 1995",4.69,57%,2.87,56%,0.00,0%,60%,0.0
Marcio,Alexandre Junior,http://ufcstats.com/fighter-details/d53482bef23235ba,Lyoto,17,4,0,"6' 0""",185 lbs.,"75""",Southpaw,"May 05, 1989",1.61,45%,2.89,42%,0.35,20%,66%,0.7
Olaf,Alfonso,http://ufcstats.com/fighter-details/b757c73f443d4fca,,8,12,0,"6' 2""",170 lbs.,--,Orthodox,"Aug 06, 1974",1.65,38%,4.77,53%,0.37,7%,22%,0.7
Pablo,Alfonso,http://ufcstats.com/fighter-details/4b37a0bc2ab4cae1,The Hurricane,9,7,0,"5' 8""",145 lbs.,--,,"May 09, 1983",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Levi,Alford,http://ufcstats.com/fighter-details/41b34b7f11f6d085,,1,7,0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Bill,Algeo,http://ufcstats.com/fighter-details/9abc648e76c4493a,Senor Perfecto,18,9,0,"6' 0""",145 lbs.,"73""",Switch,"Jun 09, 1989",5.88,51%,4.38,47%,1.03,50%,55%,0.1
Royce,Alger,http://ufcstats.com/fighter-details/669a3cb6e394f515,,3,2,0,"5' 10""",199 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Amir,Aliakbari,http://ufcstats.com/fighter-details/e17770faae3ca54c,,10,1,0,"6' 3""",250 lbs.,--,,"Jun 10, 1984",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Sultan,Aliev,http://ufcstats.com/fighter-details/e70de1859b7ee78e,,15,3,0,"5' 11""",170 lbs.,"74""",Orthodox,"Sep 17, 1984",1.41,45%,2.20,56%,1.76,38%,100%,0.0
Nurullo,Aliev,http://ufcstats.com/fighter-details/ca28cdf526d6b6e9,Tajik Eagle,10,0,0,"5' 10""",155 lbs.,"72""",Orthodox,"Dec 08, 2000",2.43,45%,1.07,58%,2.60,54%,0%,0.0
Ikram,Aliskerov,http://ufcstats.com/fighter-details/b07aed698fba8624,,16,2,0,"6' 0""",185 lbs.,"76""",Southpaw,"Dec 07, 1992",7.76,62%,5.78,41%,1.14,33%,100%,1.1
Leon,Aliu,http://ufcstats.com/fighter-details/6db394bf6c3b017c,The Albanian Lion,10,2,0,"6' 0""",185 lbs.,"74""",Orthodox,"Jul 14, 1989",6.32,50%,10.11,38%,0.00,0%,0%,0.0
John,Allan,http://ufcstats.com/fighter-details/6ebe96a116e79e52,,13,7,0 (1 NC),"6' 1""",205 lbs.,"75""",Orthodox,"Feb 22, 1993",3.56,42%,5.74,52%,1.40,71%,50%,0.8
George,Allen,http://ufcstats.com/fighter-details/1e13936d708bcff7,,13,19,2,"6' 2""",205 lbs.,--,Open Stance,"Jan 13, 1967",0.80,38%,3.10,43%,0.00,0%,50%,0.0
Arnold,Allen,http://ufcstats.com/fighter-details/040a74bb0a465c54,Almighty,20,3,0,"5' 8""",145 lbs.,"70""",Southpaw,"Jan 22, 1994",3.45,41%,2.88,61%,0.93,47%,75%,0.3
Brendan,Allen,http://ufcstats.com/fighter-details/2f181c0467965b98,All In,24,7,0,"6' 2""",185 lbs.,"75""",Orthodox,"Dec 28, 1995",3.55,53%,3.67,45%,1.53,38%,56%,1.3
Daniel,Allen,http://ufcstats.com/fighter-details/adf9a901308fb8e3,,5,0,0,"6' 0""",155 lbs.,"75""",Southpaw,"Aug 10, 1992",7.60,51%,5.87,53%,2.00,66%,100%,0.0
Ben,Alloway,http://ufcstats.com/fighter-details/c4fe2e9a06ea5bcb,Blanco,18,8,0,"5' 11""",170 lbs.,"76""",Orthodox,"Feb 19, 1981",1.28,49%,1.90,59%,0.62,50%,26%,0.0
Asu,Almabayev,http://ufcstats.com/fighter-details/8d3273573b85be09,Zulfikar,21,3,0,"5' 4""",125 lbs.,"65""",Orthodox,"Jan 25, 1994",2.32,54%,1.76,53%,4.13,42%,66%,1.4
Bekzat,Almakhan,http://ufcstats.com/fighter-details/a4dc0f2b95df4cc1,The Turan Warrior,12,2,0,"5' 7""",135 lbs.,"68""",Orthodox,"Oct 08, 1997",0.68,40%,4.29,32%,0.00,0%,0%,0.0
John Dave,Almanza,http://ufcstats.com/fighter-details/088aa1b19b2dc14a,The Striker,6,1,0,"5' 7""",125 lbs.,"67""",Southpaw,"Mar 22, 2004",1.92,41%,5.75,27%,0.00,0%,0%,0.0
Ricardo,Almeida,http://ufcstats.com/fighter-details/91186547a7f3f758,Big Dog,13,5,0,"6' 0""",170 lbs.,"74""",Orthodox,"Nov 29, 1976",2.02,49%,1.20,61%,3.74,38%,31%,1.2
Magno,Almeida,http://ufcstats.com/fighter-details/d615d6a10a4704cd,,10,3,0 (1 NC),"6' 0""",155 lbs.,--,,"Jun 06, 1985",1.67,36%,2.60,41%,0.00,0%,40%,5.0
Thomas,Almeida,http://ufcstats.com/fighter-details/2b074403b7c6cdb4,Thominhas,22,5,0,"5' 7""",145 lbs.,"70""",Southpaw,"Jul 31, 1991",4.84,43%,4.93,61%,0.17,14%,75%,0.0
Ericka,Almeida,http://ufcstats.com/fighter-details/67a992d4cff22466,,7,3,0,"5' 6""",115 lbs.,--,Orthodox,"Mar 05, 1989",1.07,39%,3.33,43%,0.50,33%,37%,0.0
Estefani,Almeida,http://ufcstats.com/fighter-details/f16ddfa31236efed,,7,3,0,"5' 4""",125 lbs.,--,Orthodox,"Oct 17, 1988",3.13,37%,6.07,42%,0.00,0%,0%,0.0
Jailton,Almeida,http://ufcstats.com/fighter-details/41e83a89929d1327,Malhadinho,22,3,0,"6' 3""",205 lbs.,"79""",Orthodox,"Jun 26, 1991",2.62,65%,0.89,41%,6.58,60%,60%,2.4
Lucas,Almeida,http://ufcstats.com/fighter-details/710f0f8c5d5c9d41,,15,4,0,"5' 11""",145 lbs.,"71""",Orthodox,"Jan 31, 1991",4.94,39%,5.04,44%,0.00,0%,53%,0.0
Cesar,Almeida,http://ufcstats.com/fighter-details/64d47ef881a437a4,Cesinha,7,1,0,"6' 1""",185 lbs.,"74""",Orthodox,"Mar 28, 1988",4.16,58%,2.32,48%,0.00,0%,60%,0.3
Mauricio,Alonso,http://ufcstats.com/fighter-details/c6bf75775b278ed8,,13,7,0 (1 NC),"6' 2""",170 lbs.,--,,"Feb 27, 1980",5.74,34%,1.91,67%,0.00,0%,0%,0.0
Sarah,Alpar,http://ufcstats.com/fighter-details/49b130de1da2e1bf,Too Sweet,9,6,0,"5' 4""",135 lbs.,"63""",Southpaw,"Jun 01, 1991",2.36,44%,6.06,38%,1.61,26%,20%,0.4
Ali,AlQaisi,http://ufcstats.com/fighter-details/e87a13e02c01331d,The Royal Fighter,8,5,0,"5' 6""",135 lbs.,"68""",Orthodox,"Sep 23, 1990",2.43,42%,1.97,56%,3.50,29%,60%,1.0
Rico,Altamirano,http://ufcstats.com/fighter-details/c61b49cec6abd6b9,,4,3,0,"5' 10""",170 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Victor,Altamirano,http://ufcstats.com/fighter-details/dc7927cd622676a7,El Magnifico,12,5,0,"5' 8""",125 lbs.,"70""",Switch,"Jan 23, 1991",4.58,53%,3.82,53%,2.88,38%,63%,0.0
Mike,Altman,http://ufcstats.com/fighter-details/c11036da9162cb5f,,1,4,0,"5' 10""",185 lbs.,--,Orthodox,--,1.56,20%,2.08,75%,0.00,0%,0%,0.0
Patricia,Alujas,http://ufcstats.com/fighter-details/430c533614d45813,The Angel,9,3,0,"5' 4""",115 lbs.,"64""",Orthodox,"May 08, 1996",5.83,31%,9.25,44%,0.00,0%,0%,0.0
Sean,Alvarez,http://ufcstats.com/fighter-details/e741536153227386,,4,3,0,"6' 0""",235 lbs.,--,Orthodox,"Jul 14, 1971",0.89,37%,3.25,47%,0.00,0%,0%,0.0
Eddie,Alvarez,http://ufcstats.com/fighter-details/33a331684283900f,,29,6,0 (1 NC),"5' 9""",155 lbs.,"69""",Orthodox,"Jan 11, 1984",4.32,41%,4.39,55%,2.92,36%,92%,0.5
Jaime,Alvarez,http://ufcstats.com/fighter-details/4438482bd1d5a029,,6,1,0,"5' 8""",125 lbs.,"69""",Orthodox,"Mar 08, 1988",2.73,40%,4.53,56%,1.00,33%,50%,0.0
Joel,Alvarez,http://ufcstats.com/fighter-details/58bbef3770bb2dfc,El Fenomeno,22,3,0,"6' 3""",155 lbs.,"77""",Orthodox,"Mar 02, 1993",4.51,53%,3.32,50%,0.00,0%,40%,1.2
Thiago,Alves,http://ufcstats.com/fighter-details/31ee470ef5dc8d7f,Pitbull,23,15,0,"5' 9""",170 lbs.,"70""",Orthodox,"Oct 03, 1983",3.73,41%,3.42,62%,0.71,60%,63%,0.3
Anthony,Alves,http://ufcstats.com/fighter-details/bd92cf5da5413d2a,,1,4,0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Amilcar,Alves,http://ufcstats.com/fighter-details/dc5a6b2fdb27e7dc,,15,12,0,"6' 0""",170 lbs.,--,Southpaw,"Aug 08, 1988",0.50,46%,2.02,30%,0.00,0%,53%,0.0
Warlley,Alves,http://ufcstats.com/fighter-details/d317a5e2b3f88c5f,,15,8,0,"5' 11""",185 lbs.,"72""",Orthodox,"Jan 04, 1991",3.04,48%,3.95,50%,1.22,50%,62%,0.8
Rafael,Alves,http://ufcstats.com/fighter-details/029afd138865d20a,The Turn,20,12,0,"5' 8""",155 lbs.,"68""",Orthodox,"Nov 14, 1990",1.85,48%,3.30,58%,0.29,25%,44%,1.5
Sam,Alvey,http://ufcstats.com/fighter-details/d156513a19acf856,Smile'N,33,18,1 (1 NC),"6' 2""",185 lbs.,"75""",Southpaw,"May 06, 1986",3.28,44%,3.63,52%,0.06,14%,82%,0.1
Mahamed,Aly,http://ufcstats.com/fighter-details/86c1441676af2c73,,4,0,0,--,205 lbs.,--,,"Jan 11, 1994",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Andre,Amado,http://ufcstats.com/fighter-details/20821819c401ced8,Dida,6,4,1,"6' 0""",154 lbs.,--,Orthodox,--,2.27,24%,5.91,63%,0.00,0%,20%,0.0
Adlan,Amagov,http://ufcstats.com/fighter-details/1e327b281ef6a745,Borz,14,2,1,"6' 2""",170 lbs.,"76""",Orthodox,"Oct 30, 1986",3.29,47%,0.82,78%,5.84,56%,100%,0.0
Maiara,Amanajas dos Santos,http://ufcstats.com/fighter-details/247fbbfafea60bb1,,7,3,0,"5' 5""",115 lbs.,--,Southpaw,"Jul 11, 1987",5.53,35%,24.47,33%,0.00,0%,100%,0.0
Chris,Amarante,http://ufcstats.com/fighter-details/ee0b69e307c857e5,,2,0,0,--,185 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jimmy,Ambriz,http://ufcstats.com/fighter-details/c912f676692c353a,The Titan,17,21,1,"6' 2""",315 lbs.,--,Southpaw,"Jan 26, 1970",0.83,29%,3.76,40%,3.13,57%,100%,0.8
JJ,Ambrose,http://ufcstats.com/fighter-details/d562b12b8fe88336,,28,7,0 (2 NC),"5' 10""",170 lbs.,--,Orthodox,--,3.16,69%,6.32,33%,0.00,0%,50%,0.0
Alen,Amedovski,http://ufcstats.com/fighter-details/70fa1c64a2c439ef,,8,4,0,"5' 10""",185 lbs.,"74""",Orthodox,"Apr 06, 1988",0.99,30%,3.85,46%,0.00,0%,0%,0.0
Hyder,Amil,http://ufcstats.com/fighter-details/41cc71cbf210e0fe,The Hurricane,11,0,0,"5' 9""",145 lbs.,"70""",Switch,"May 28, 1990",6.84,57%,4.00,52%,0.78,22%,80%,1.2
Hamid,Amiri,http://ufcstats.com/fighter-details/6c40705cf6c0d7e2,The Storm,9,0,0,--,145 lbs.,--,,"Jun 15, 2003",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Makwan,Amirkhani,http://ufcstats.com/fighter-details/87a1dc546b1c5caf,Mr. Finland,17,9,0,"5' 10""",145 lbs.,"72""",Southpaw,"Nov 08, 1988",1.33,44%,2.98,46%,3.96,43%,35%,1.1
Jaqueline,Amorim,http://ufcstats.com/fighter-details/bc7d1ad49fcb2d08,,10,1,0,"5' 3""",115 lbs.,"68""",Orthodox,"Jun 24, 1995",2.68,53%,1.43,64%,2.22,37%,0%,4.8
