Fighter,W/L,Opponent,Knockdowns,Strikes,Takedowns,SubmissionAttempts,Event,Method,Round,Date
Marlon Vera,loss,Davey Grant,"0
","23
","1
","0
","UFC Fight Night: Silva vs Bisping
          


          
          Feb. 27, 2016",U-DEC,3,5:00
Marlon Vera,win,Roman Salazar,"0
","25
","0
","2
","UFC Fight Night: Teixeira vs Saint Preux
          


          
          Aug. 08, 2015","SUB
",2,2:15
Marlon Vera,loss,Marco Beltran,"0
","25
","1
","2
","UFC 180: Werdum vs Hunt
          


          
          Nov. 15, 2014",U-DEC,3,5:00
Carlos Vera,win,Josias Musasa,"1
","16
","0
","2
","UFC Fight Night: Vettori vs. Dolidze 2
          


          
          Mar. 15, 2025","SUB
",1,3:16
Carlos Vera,loss,Rinya Nakamura,"0
","12
","0
","0
","UFC 298: Volkanovski vs. Topuria
          


          
          Feb. 17, 2024",U-DEC,3,5:00
Isis Verbeek,loss,Josefine Knutsson,"0
","47
","0
","0
","DWCS 7.3
          


          
          Aug. 22, 2023",U-DEC,3,5:00
Ernie Verdicia,loss,Oleg Taktarov,"0
","2
","0
","0
","UFC 5: The Return of the Beast
          


          
          Apr. 07, 1995","SUB
",1,2:23
Joe Veres,loss,Corey Hill,"0
","0
","0
","0
","UFC Fight Night: Swick vs Burkman
          


          
          Jan. 23, 2008","KO/TKO
",2,0:37
Joe Veres,loss,Gray Maynard,"0
","0
","0
","0
","UFC Fight Night: Thomas vs Florian
          


          
          Sep. 19, 2007","KO/TKO
",1,0:09
Nikolay Veretennikov,loss,Austin Vanderford,"0
","5
","0
","0
","UFC Fight Night: Cejudo vs. Song
          


          
          Feb. 22, 2025","KO/TKO
",2,4:13
Nikolay Veretennikov,loss,Danny Barlow,"0
","50
","0
","0
","UFC Fight Night: Tybura vs. Spivac 2
          


          
          Aug. 10, 2024",S-DEC,3,5:00
Nikolay Veretennikov,loss,Michael Morales,"0
","52
","0
","0
","DWCS 5.4
          


          
          Sep. 21, 2021",U-DEC,3,5:00
CJ Vergara,loss,Edgar Chairez,"0
","6
","0
","0
","UFC Fight Night: Moreno vs. Erceg
          


          
          Mar. 29, 2025","SUB
",1,2:30
CJ Vergara,loss,Ramazan Temirov,"0
","4
","0
","0
","UFC Fight Night: Royval vs. Taira
          


          
          Oct. 12, 2024","KO/TKO
",1,2:50
CJ Vergara,loss,Asu Almabayev,"0
","29
","0
","0
","UFC 299: O'Malley vs. Vera 2
          


          
          Mar. 09, 2024",U-DEC,3,5:00
CJ Vergara,win,Vinicius Salvador,"0
","109
","0
","0
","UFC 291: Poirier vs. Gaethje 2
          


          
          Jul. 29, 2023",U-DEC,3,5:00
CJ Vergara,win,Daniel Lacerda,"0
","83
","0
","1
","UFC Fight Night: Vera vs. Sandhagen
          


          
          Mar. 25, 2023","KO/TKO
",2,4:04
CJ Vergara,loss,Tatsuro Taira,"0
","19
","0
","0
","UFC Fight Night: Grasso vs. Araujo
          


          
          Oct. 15, 2022","SUB
",2,4:19
CJ Vergara,win,Kleydson Rodrigues,"0
","71
","0
","0
","UFC 274: Oliveira vs. Gaethje
          


          
          May. 07, 2022",S-DEC,3,5:00
CJ Vergara,loss,Ode Osbourne,"0
","93
","0
","0
","UFC 268: Usman vs. Covington 2
          


          
          Nov. 06, 2021",U-DEC,3,5:00
CJ Vergara,win,Bruno Korea,"2
","10
","0
","0
","DWCS 5.2
          


          
          Sep. 07, 2021","KO/TKO
",1,0:41
Renato Verissimo,loss,Jake Shields,"0
","5
","1
","0
","EliteXC - Uprising
          


          
          Sep. 15, 2007","KO/TKO
",1,4:00
Renato Verissimo,loss,Frank Trigg,"0
","4
","0
","2
","UFC 50: The War Of '04
          


          
          Oct. 22, 2004","KO/TKO
",2,2:11
Renato Verissimo,loss,Matt Hughes,"0
","7
","0
","4
","UFC 48: Payback
          


          
          Jun. 19, 2004",U-DEC,3,5:00
Renato Verissimo,win,Carlos Newton,"0
","22
","3
","1
","UFC 46: Supernatural
          


          
          Jan. 31, 2004",U-DEC,3,5:00
Bryan Vetell,loss,Ben Rothwell,"0
","9
","0
","0
","IFL - Gracie vs. Miletich
          


          
          Sep. 23, 2006","KO/TKO
",1,3:17
Marvin Vettori,loss,Roman Dolidze,"0
","111
","0
","0
","UFC Fight Night: Vettori vs. Dolidze 2
          


          
          Mar. 15, 2025",U-DEC,5,5:00
Marvin Vettori,loss,Jared Cannonier,"0
","153
","1
","0
","UFC Fight Night: Vettori vs. Cannonier
          


          
          Jun. 17, 2023",U-DEC,5,5:00
Marvin Vettori,win,Roman Dolidze,"0
","106
","0
","0
","UFC 286: Edwards vs. Usman 3
          


          
          Mar. 18, 2023",U-DEC,3,5:00
Marvin Vettori,loss,Robert Whittaker,"0
","33
","0
","0
","UFC Fight Night: Gane vs. Tuivasa
          


          
          Sep. 03, 2022",U-DEC,3,5:00
Marvin Vettori,win,Paulo Costa,"0
","190
","1
","0
","UFC Fight Night: Costa vs. Vettori
          


          
          Oct. 23, 2021",U-DEC,5,5:00
Marvin Vettori,loss,Israel Adesanya,"0
","58
","4
","0
","UFC 263: Adesanya vs. Vettori 2
          



          
          Jun. 12, 2021",U-DEC,5,5:00
Marvin Vettori,win,Kevin Holland,"0
","24
","11
","1
","UFC Fight Night: Vettori vs. Holland
          


          
          Apr. 10, 2021",U-DEC,5,5:00
Marvin Vettori,win,Jack Hermansson,"1
","164
","0
","1
","UFC Fight Night: Hermansson vs. Vettori
          


          
          Dec. 05, 2020",U-DEC,5,5:00
Marvin Vettori,win,Karl Roberson,"0
","45
","2
","2
","UFC Fight Night: Eye vs. Calvillo
          


          
          Jun. 13, 2020","SUB
",1,4:17
Marvin Vettori,win,Andrew Sanchez,"0
","85
","0
","0
","UFC Fight Night: Joanna vs. Waterson
          


          
          Oct. 12, 2019",U-DEC,3,5:00
Marvin Vettori,win,Cezar Ferreira,"0
","78
","2
","0
","UFC Fight Night: De Randamie vs. Ladd
          


          
          Jul. 13, 2019",U-DEC,3,5:00
Marvin Vettori,loss,Israel Adesanya,"0
","46
","2
","0
","UFC Fight Night: Poirier vs. Gaethje
          


          
          Apr. 14, 2018",S-DEC,3,5:00
Marvin Vettori,draw,Omari Akhmedov,"0
","66
","0
","2
","UFC 219: Cyborg vs. Holm
          


          
          Dec. 30, 2017",M-DEC,3,5:00
Marvin Vettori,win,Vitor Miranda,"0
","69
","3
","0
","UFC Fight Night: Chiesa vs. Lee
          


          
          Jun. 25, 2017",U-DEC,3,5:00
Marvin Vettori,loss,Antonio Carlos Junior,"0
","29
","1
","1
","UFC 207: Nunes vs. Rousey
          


          
          Dec. 30, 2016",U-DEC,3,5:00
Marvin Vettori,win,Alberto Uda,"0
","10
","1
","1
","UFC 202: Diaz vs. McGregor 2
          


          
          Aug. 20, 2016","SUB
",1,4:30
Hugo Viana,loss,Guido Cannetti,"0
","13
","1
","0
","UFC 190: Rousey vs Correia
          


          
          Aug. 01, 2015",U-DEC,3,5:00
Hugo Viana,loss,Aljamain Sterling,"0
","15
","0
","0
","UFC Fight Night: Cowboy vs Miller
          


          
          Jul. 16, 2014","KO/TKO
",3,3:50
Hugo Viana,win,Ramiro Hernandez,"1
","79
","0
","0
","UFC on FOX: Henderson vs Thomson
          


          
          Jan. 25, 2014",U-DEC,3,5:00
Hugo Viana,loss,TJ Dillashaw,"0
","11
","0
","0
","UFC on FOX: Henderson vs Melendez
          


          
          Apr. 20, 2013","KO/TKO
",1,4:22
Hugo Viana,win,Reuben Duran,"3
","22
","0
","0
","The Ultimate Fighter: Team Carwin vs. Team Nelson Finale
          


          
          Dec. 15, 2012","KO/TKO
",1,4:05
Hugo Viana,win,John Teixeira,"0
","65
","0
","0
","UFC 147: Silva vs Franklin 2
          


          
          Jun. 23, 2012",S-DEC,3,5:00
Polyana Viana,loss,Jaqueline Amorim,"0
","0
","0
","0
","UFC Fight Night: Machado Garry vs. Prates
          


          
          Apr. 26, 2025","SUB
",2,1:49
Polyana Viana,loss,Gillian Robertson,"0
","12
","0
","0
","UFC 297: Strickland vs. Du Plessis
          


          
          Jan. 20, 2024","KO/TKO
",2,3:12
Polyana Viana,loss,Iasmin Lucindo,"0
","10
","1
","0
","UFC Fight Night: Luque vs. Dos Anjos
          


          
          Aug. 12, 2023","SUB
",2,3:42
Polyana Viana,win,Jinh Yu Frey,"1
","11
","0
","0
","UFC Fight Night: Rodriguez vs. Lemos
          


          
          Nov. 05, 2022","KO/TKO
",1,0:47
Polyana Viana,loss,Tabatha Ricci,"0
","36
","0
","0
","UFC Fight Night: Holm vs. Vieira
          


          
          May. 21, 2022",U-DEC,3,5:00
Polyana Viana,win,Mallory Martin,"0
","4
","0
","5
","UFC 258: Usman vs. Burns
          


          
          Feb. 13, 2021","SUB
",1,3:18
Polyana Viana,win,Emily Whitmire,"0
","9
","0
","1
","UFC Fight Night: Smith vs. Rakic
          


          
          Aug. 29, 2020","SUB
",1,1:53
Polyana Viana,loss,Veronica Hardy,"0
","1
","1
","0
","UFC Fight Night: Shevchenko vs. Carmouche 2
          


          
          Aug. 10, 2019","SUB
",1,1:09
Polyana Viana,loss,Hannah Cifers,"0
","77
","0
","0
","UFC 235: Jones vs. Smith
          


          
          Mar. 02, 2019",S-DEC,3,5:00
Polyana Viana,loss,JJ Aldrich,"0
","46
","1
","0
","UFC 227: Dillashaw vs. Garbrandt 2
          


          
          Aug. 04, 2018",U-DEC,3,5:00
Polyana Viana,win,Maia Stevenson,"0
","12
","1
","3
","UFC Fight Night: Machida vs. Anders
          


          
          Feb. 03, 2018","SUB
",1,3:50
Vitor Vianna,loss,Thiago Silva,"0
","3
","0
","0
","Fury FC 2
          


          
          Nov. 30, 2006",KO/TKO,1,0:58
James Vick,loss,Niko Price,"0
","9
","0
","0
","UFC Fight Night: Joanna vs. Waterson
          


          
          Oct. 12, 2019","KO/TKO
",1,1:44
James Vick,loss,Dan Hooker,"0
","7
","0
","0
","UFC Fight Night: Dos Anjos vs. Edwards
          


          
          Jul. 20, 2019","KO/TKO
",1,2:33
James Vick,loss,Paul Felder,"0
","61
","0
","0
","UFC Fight Night: Ngannou vs. Velasquez
          


          
          Feb. 17, 2019",U-DEC,3,5:00
James Vick,loss,Justin Gaethje,"0
","10
","0
","0
","UFC Fight Night: Gaethje vs. Vick
          


          
          Aug. 25, 2018","KO/TKO
",1,1:27
James Vick,win,Francisco Trinaldo,"1
","68
","1
","0
","UFC Fight Night: Cerrone vs. Medeiros
          


          
          Feb. 18, 2018",U-DEC,3,5:00
James Vick,win,Joe Duffy,"1
","42
","0
","0
","UFC 217: Bisping vs. St-Pierre
          


          
          Nov. 04, 2017","KO/TKO
",2,4:59
James Vick,win,Marco Polo Reyes,"1
","20
","0
","0
","UFC 211: Miocic vs. Dos Santos
          


          
          May. 13, 2017","KO/TKO
",1,2:39
James Vick,win,Abel Trujillo,"0
","25
","1
","3
","UFC Fight Night: Bermudez vs. The Korean Zombie
          


          
          Feb. 04, 2017","SUB
",3,0:49
James Vick,loss,Beneil Dariush,"0
","9
","0
","0
","UFC 199: Rockhold vs. Bisping 2
          


          
          Jun. 04, 2016","KO/TKO
",1,4:16
James Vick,win,Glaico Franca Moreira,"0
","94
","0
","0
","UFC 197: Jones vs Saint Preux
          


          
          Apr. 23, 2016",U-DEC,3,5:00
James Vick,win,Jake Matthews,"0
","10
","0
","1
","UFC Fight Night: Miocic vs Hunt
          


          
          May. 09, 2015","SUB
",1,4:53
