Fighter,W/L,Opponent,Knockdowns,Strikes,Takedowns,SubmissionAttempts,Event,Method,Round,Date
Jiri Prochazka,win,Glover Teixeira,"0
","120
","0
","1
","UFC 275: Teixeira vs. Prochazka
          



          
          Jun. 11, 2022","SUB
",5,4:32
Jiri Prochazka,win,Dominick Reyes,"1
","77
","1
","0
","UFC Fight Night: Reyes vs. Prochazka
          


          
          May. 01, 2021","KO/TKO
",2,4:29
Jiri Prochazka,win,Volkan Oezdemir,"1
","33
","0
","0
","UFC 251: Usman vs. Masvidal
          


          
          Jul. 11, 2020","KO/TKO
",2,0:49
Lara Procopio,loss,Casey O'Neill,"0
","41
","2
","0
","UFC Fight Night: Jung vs. Ige
          


          
          Jun. 19, 2021","SUB
",3,2:54
Lara Procopio,win,Molly McCann,"0
","36
","7
","1
","UFC Fight Night: Overeem vs. Volkov
          


          
          Feb. 06, 2021",U-DEC,3,5:00
Lara Procopio,loss,Karol Rosa,"0
","165
","0
","0
","UFC Fight Night: Andrade vs. Zhang
          


          
          Aug. 31, 2019",S-DEC,3,5:00
Joe Proctor,loss,Bryan Barberena,"0
","8
","0
","0
","UFC Fight Night: Swanson vs. Lobov
          


          
          Apr. 22, 2017","KO/TKO
",1,3:30
Joe Proctor,loss,Magomed Mustafaev,"0
","9
","0
","0
","UFC 194: Aldo vs McGregor
          


          
          Dec. 12, 2015","KO/TKO
",1,1:54
Joe Proctor,win,Justin Edwards,"0
","67
","0
","3
","UFC Fight Night: Boetsch vs Henderson
          


          
          Jun. 06, 2015","SUB
",3,4:58
Joe Proctor,loss,Yancy Medeiros,"0
","15
","0
","0
","The Ultimate Fighter: A Champion Will Be Crowned Finale
          


          
          Dec. 12, 2014","SUB
",1,4:37
Joe Proctor,win,Justin Salas,"1
","25
","0
","0
","UFC Fight Night: Cowboy vs Miller
          


          
          Jul. 16, 2014","KO/TKO
",2,3:27
Joe Proctor,win,Cristiano Marcello,"0
","67
","0
","1
","UFC Fight Night: Machida vs Mousasi
          


          
          Feb. 15, 2014",U-DEC,3,5:00
Joe Proctor,loss,Ramsey Nijem,"0
","21
","0
","4
","UFC on FOX: Henderson vs Diaz
          


          
          Dec. 08, 2012",U-DEC,3,5:00
Joe Proctor,win,Jeremy Larsen,"1
","10
","0
","0
","The Ultimate Fighter: Live Finale
          


          
          Jun. 01, 2012","KO/TKO
",1,1:59
Cole Province,loss,Mike Brown,"0
","0
","0
","0
","WEC 51: Aldo vs. Gamburyan
          


          
          Sep. 30, 2010","KO/TKO
",1,1:18
Cole Province,win,Fredson Paixao,"0
","27
","3
","0
","WEC 42: Torres vs. Bowles
          


          
          Aug. 09, 2009",U-DEC,3,5:00
Cole Province,loss,Diego Nunes,"0
","19
","2
","2
","WEC 37: Torres vs. Tapia
          


          
          Dec. 03, 2008",U-DEC,3,5:00
Daniel Puder,win,Richard Dalton,"0
","49
","0
","11
","Strikeforce - Playboy Mansion
          


          
          Sep. 29, 2007",U-DEC,3,5:00
Daniel Puder,win,Mike Cook,"0
","13
","1
","1
","Strikeforce - Triple Threat
          


          
          Dec. 08, 2006","SUB
",2,2:31
Daniel Puder,win,Tom Tuggle,"0
","1
","0
","1
","Strikeforce - Revenge
          


          
          Jun. 09, 2006","SUB
",1,0:28
Daniel Puder,win,Jesse Fujarczyk,"0
","6
","1
","2
","Strikeforce - Shamrock vs. Gracie
          


          
          Mar. 10, 2006","SUB
",1,1:54
Lucie Pudilova,loss,Luana Carolina,"0
","43
","2
","0
","UFC Fight Night: Lemos vs. Jandiroba
          


          
          Jul. 20, 2024",U-DEC,3,5:00
Lucie Pudilova,loss,Ailin Perez,"0
","20
","0
","1
","UFC Fight Night: Allen vs. Craig
          


          
          Nov. 18, 2023",U-DEC,3,5:00
Lucie Pudilova,loss,Joselyne Edwards,"0
","39
","2
","0
","UFC Fight Night: Holloway vs. Allen
          


          
          Apr. 15, 2023",S-DEC,3,5:00
Lucie Pudilova,win,Wu Yanan,"0
","39
","2
","1
","UFC 278: Usman vs. Edwards
          


          
          Aug. 20, 2022","KO/TKO
",2,4:04
Lucie Pudilova,loss,Justine Kish,"0
","29
","0
","0
","UFC Fight Night: Blaydes vs. Dos Santos
          


          
          Jan. 25, 2020",U-DEC,3,5:00
Lucie Pudilova,loss,Antonina Shevchenko,"0
","6
","1
","0
","UFC Fight Night: Covington vs. Lawler
          


          
          Aug. 03, 2019","SUB
",2,1:20
Lucie Pudilova,loss,Liz Carmouche,"0
","33
","0
","2
","UFC Fight Night: Blachowicz vs. Santos
          


          
          Feb. 23, 2019",U-DEC,3,5:00
Lucie Pudilova,loss,Irene Aldana,"0
","105
","0
","0
","UFC 228: Woodley vs. Till
          


          
          Sep. 08, 2018",S-DEC,3,5:00
Lucie Pudilova,win,Sarah Moras,"2
","75
","0
","0
","UFC Fight Night: Cerrone vs. Medeiros
          


          
          Feb. 18, 2018",U-DEC,3,5:00
Lucie Pudilova,win,Ji Yeon Kim,"0
","53
","0
","2
","UFC Fight Night: Holm vs. Correia
          


          
          Jun. 17, 2017",U-DEC,3,5:00
Lucie Pudilova,loss,Lina Lansberg,"0
","99
","0
","0
","UFC Fight Night: Manuwa vs. Anderson
          


          
          Mar. 18, 2017",U-DEC,3,5:00
Claudio Puelles,loss,Fares Ziam,"0
","4
","7
","0
","UFC Fight Night: Moreno vs. Royval 2
          


          
          Feb. 24, 2024",S-DEC,3,5:00
Claudio Puelles,loss,Dan Hooker,"0
","5
","0
","1
","UFC 281: Adesanya vs. Pereira
          


          
          Nov. 12, 2022","KO/TKO
",2,4:06
Claudio Puelles,win,Clay Guida,"0
","1
","0
","2
","UFC Fight Night: Lemos vs. Andrade
          


          
          Apr. 23, 2022","SUB
",1,3:01
Claudio Puelles,win,Chris Gruetzemacher,"0
","43
","1
","1
","UFC Fight Night: Font vs. Aldo
          


          
          Dec. 04, 2021","SUB
",3,3:25
Claudio Puelles,win,Jordan Leavitt,"0
","20
","4
","0
","UFC Fight Night: Rozenstruik vs. Sakai
          


          
          Jun. 05, 2021",U-DEC,3,5:00
Claudio Puelles,win,Marcos Mariano,"0
","22
","4
","2
","UFC Fight Night: Rodriguez vs. Stephens
          


          
          Sep. 21, 2019",U-DEC,3,5:00
Claudio Puelles,win,Felipe Silva,"0
","16
","2
","1
","UFC Fight Night: Maia vs. Usman
          


          
          May. 19, 2018","SUB
",3,2:23
Claudio Puelles,loss,Martin Bravo,"0
","29
","1
","0
","UFC Fight Night: Dos Anjos vs. Ferguson
          



          
          Nov. 05, 2016","KO/TKO
",2,1:55
Juan Puerta,win,Shang Zhifa,"0
","19
","1
","0
","DWCS 5.10
          


          
          Nov. 02, 2021",S-DEC,3,5:00
Juan Manuel Puig,loss,Dooho Choi,"0
","0
","0
","0
","UFC Fight Night: Edgar vs Swanson
          


          
          Nov. 22, 2014","KO/TKO
",1,0:18
Juan Manuel Puig,loss,Adriano Martins,"0
","13
","0
","0
","The Ultimate Fighter: Team Edgar vs. Team Penn Finale
          


          
          Jul. 06, 2014","KO/TKO
",1,2:21
Josh Pulsifer,win,Nick Gibbons,"--
","--
","--
","--
","Strikeforce Challengers 3
          


          
          Sep. 25, 2009","SUB
",1,1:05
Jens Pulver,loss,Javier Vazquez,"0
","8
","0
","1
","WEC 47: Bowles vs. Cruz
          


          
          Mar. 06, 2010","SUB
",1,3:41
Jens Pulver,loss,Josh Grispi,"0
","1
","1
","0
","WEC 41: Brown vs. Faber 2
          


          
          Jun. 07, 2009","SUB
",1,0:33
Jens Pulver,loss,Urijah Faber,"0
","1
","0
","0
","WEC 38: Varner vs. Cerrone
          


          
          Jan. 25, 2009","SUB
",1,1:34
Jens Pulver,loss,Leonard Garcia,"0
","2
","0
","0
","WEC 36: Faber vs. Brown
          


          
          Nov. 05, 2008","KO/TKO
",1,1:12
Jens Pulver,loss,Urijah Faber,"0
","45
","0
","0
","WEC 34: Faber vs. Pulver
          



          
          Jun. 01, 2008",U-DEC,5,5:00
Jens Pulver,win,Cub Swanson,"0
","0
","0
","1
","WEC 31: Faber vs. Curran
          


          
          Dec. 12, 2007","SUB
",1,0:35
Jens Pulver,loss,BJ Penn,"0
","6
","0
","0
","The Ultimate Fighter: Team Pulver vs. Team Penn Finale
          


          
          Jun. 23, 2007","SUB
",2,3:12
Jens Pulver,loss,Joe Lauzon,"0
","0
","0
","0
","UFC 63: Hughes vs Penn
          


          
          Sep. 23, 2006","KO/TKO
",1,0:48
Jens Pulver,win,Kenji Arai,"1
","41
","0
","0
","PRIDE Bushido 10
          


          
          Apr. 02, 2006","KO/TKO
",1,3:59
Jens Pulver,loss,Hayato Sakurai,"1
","23
","0
","0
","PRIDE Bushido 9: The Tournament
          


          
          Sep. 25, 2005","KO/TKO
",1,8:56
Jens Pulver,win,Tomomi Iwama,"1
","3
","0
","0
","PRIDE Bushido 7
          


          
          May. 22, 2005","KO/TKO
",1,1:00
Jens Pulver,loss,Takanori Gomi,"0
","44
","0
","0
","PRIDE Shockwave 2004
          


          
          Dec. 31, 2004","KO/TKO
",1,6:21
Jens Pulver,win,BJ Penn,"0
","38
","1
","0
","UFC 35: Throwdown
          



          
          Jan. 11, 2002",M-DEC,5,5:00
Jens Pulver,win,Dennis Hallman,"0
","27
","0
","1
","UFC 33: Victory in Vegas
          



          
          Sep. 28, 2001",U-DEC,5,5:00
Jens Pulver,win,Caol Uno,"0
","50
","0
","0
","UFC 30: Battle on the Boardwalk
          



          
          Feb. 23, 2001",U-DEC,5,5:00
Jens Pulver,win,John Lewis,"1
","1
","0
","0
","UFC 28: High Stakes
          


          
          Nov. 17, 2000","KO/TKO
",1,0:15
Jens Pulver,win,Joao Roque,"0
","4
","0
","0
","UFC 26: Ultimate Field Of Dreams
          


          
          Jun. 09, 2000",U-DEC,3,5:00
Jens Pulver,win,David Velasquez,"0
","54
","3
","2
","UFC 24: First Defense
          


          
          Mar. 10, 2000","KO/TKO
",2,2:41
Jens Pulver,draw,Alfonso Alcarez,"0
","48
","0
","1
","UFC 22: Only One Can be Champion
          


          
          Sep. 24, 1999",M-DEC,2,5:00
Jens Pulver,win,Joe Stevenson,"1
","3
","0
","0
","BRI 3
          


          
          Jun. 01, 1999","KO/TKO
",1,1:52
Andrey Pulyaev,loss,Christian Leroy Duncan,"0
","18
","0
","0
","UFC Fight Night: Edwards vs. Brady
          


          
          Mar. 22, 2025",U-DEC,3,5:00
Andrey Pulyaev,win,Liam Anderson,"0
","98
","1
","0
","DWCS 8.3
          


          
          Aug. 27, 2024",U-DEC,3,5:00
CM Punk,nc,Mike Jackson,"0
","19
","1
","0
","UFC 225: Whittaker vs. Romero 2
          


          
          Jun. 09, 2018",Overturned,3,5:00
CM Punk,loss,Mickey Gall,"0
","0
","0
","0
","UFC 203: Miocic vs. Overeem
          


          
          Sep. 10, 2016","SUB
",1,2:14
Joe Pyfer,win,Marc-Andre Barriault,"1
","8
","0
","0
","UFC 303: Pereira vs. Prochazka 2
          


          
          Jun. 29, 2024","KO/TKO
",1,1:25
Joe Pyfer,loss,Jack Hermansson,"0
","92
","0
","0
","UFC Fight Night: Hermansson vs. Pyfer
          


          
          Feb. 10, 2024",U-DEC,5,5:00
Joe Pyfer,win,Abdul Razak Alhassan,"0
","26
","3
","2
","UFC Fight Night: Dawson vs. Green
          


          
          Oct. 07, 2023","SUB
",2,2:05
Joe Pyfer,win,Gerald Meerschaert,"0
","14
","0
","0
","UFC 287: Pereira vs. Adesanya 2
          


          
          Apr. 08, 2023","KO/TKO
",1,3:15
Joe Pyfer,win,Alen Amedovski,"1
","14
","0
","0
","UFC Fight Night: Sandhagen vs. Song
          


          
          Sep. 17, 2022","KO/TKO
",1,3:55
Joe Pyfer,win,Ozzy Diaz,"1
","26
","1
","1
","DWCS 6.1
          


          
          Jul. 26, 2022","KO/TKO
",2,1:39
Joe Pyfer,loss,Dustin Stoltzfus,"0
","12
","1
","0
","DWCS 4.2
          


          
          Aug. 11, 2020",KO/TKO,1,4:21
Mike Pyle,loss,Zak Ottow,"0
","4
","0
","0
","UFC 222: Cyborg vs. Kunitskaya
          


          
          Mar. 03, 2018","KO/TKO
",1,2:34
Mike Pyle,loss,Alex Garcia,"0
","5
","0
","0
","UFC 207: Nunes vs. Rousey
          


          
          Dec. 30, 2016","KO/TKO
",1,3:34
Mike Pyle,loss,Alberto Mina,"0
","2
","0
","1
","UFC Fight Night: Dos Anjos vs. Alvarez
          


          
          Jul. 07, 2016","KO/TKO
",2,1:17
Mike Pyle,win,Sean Spencer,"0
","75
","1
","0
","UFC Fight Night: Hendricks vs Thompson
          


          
          Feb. 06, 2016","KO/TKO
",3,4:25
Mike Pyle,loss,Colby Covington,"0
","16
","0
","2
","UFC 187: Johnson vs Cormier
          


          
          May. 23, 2015",U-DEC,3,5:00
Mike Pyle,loss,Jordan Mein,"0
","2
","0
","0
","UFC Fight Night: Henderson vs Dos Anjos
          


          
          Aug. 23, 2014","KO/TKO
",1,1:12
Mike Pyle,win,TJ Waldburger,"0
","56
","4
","1
","UFC 170: Rousey vs McMann
          


          
          Feb. 22, 2014","KO/TKO
",3,4:03
Mike Pyle,loss,Matt Brown,"0
","0
","0
","0
","UFC Fight Night: Shogun vs Sonnen
          


          
          Aug. 17, 2013","KO/TKO
",1,0:29
Mike Pyle,win,Rick Story,"0
","33
","0
","2
","UFC 160: Velasquez vs Silva 2
          


          
          May. 25, 2013",S-DEC,3,5:00
Mike Pyle,win,James Head,"1
","9
","0
","0
","The Ultimate Fighter: Team Carwin vs. Team Nelson Finale
          


          
          Dec. 15, 2012","KO/TKO
",1,1:55
Mike Pyle,win,Josh Neer,"1
","18
","1
","0
","UFC on FX: Johnson vs McCall
          


          
          Jun. 08, 2012","KO/TKO
",1,4:56
Mike Pyle,win,Ricardo Funch,"1
","11
","0
","0
","UFC 142: Aldo vs Mendes
          


          
          Jan. 14, 2012","KO/TKO
",1,1:22
Mike Pyle,loss,Rory MacDonald,"0
","3
","2
","0
","UFC 133: Evans vs Ortiz 2
          


          
          Aug. 06, 2011","KO/TKO
",1,3:54
Mike Pyle,win,Ricardo Almeida,"0
","36
","1
","1
","UFC 128: Shogun vs Jones
          


          
          Mar. 19, 2011",U-DEC,3,5:00
Mike Pyle,win,John Hathaway,"0
","46
","5
","1
","UFC 120: Bisping vs Akiyama
          


          
          Oct. 16, 2010",U-DEC,3,5:00
Mike Pyle,win,Jesse Lennox,"1
","49
","0
","3
","UFC 115: Liddell vs Franklin
          


          
          Jun. 12, 2010","SUB
",3,4:44
Mike Pyle,loss,Jake Ellenberger,"0
","5
","0
","1
","UFC 108: Evans vs Silva
          


          
          Jan. 02, 2010","KO/TKO
",2,0:22
Mike Pyle,win,Chris Wilson,"0
","12
","2
","2
","UFC Fight Night: Diaz vs Guillard
          


          
          Sep. 16, 2009","SUB
",3,2:15
Mike Pyle,loss,Brock Larson,"0
","1
","0
","0
","UFC 98: Evans vs Machida
          


          
          May. 23, 2009","SUB
",1,3:06
Mike Pyle,win,JJ Ambrose,"0
","18
","1
","2
","Affliction - Banned
          


          
          Jul. 19, 2008","SUB
",1,2:51
Mike Pyle,loss,Jake Shields,"0
","4
","0
","1
","EliteXC - Renegade
          


          
          Nov. 10, 2007","SUB
",1,3:39
Mike Pyle,win,Aaron Wetherspoon,"0
","65
","2
","0
","Strikeforce - Shamrock vs. Baroni
          


          
          Jun. 22, 2007",U-DEC,3,5:00
Mike Pyle,win,Shonie Carter,"--
","--
","--
","--
","WEC 18: Unfinished Business
          


          
          Jan. 13, 2006","SUB
",1,2:06
Mike Pyle,win,Bret Bergmark,"0
","10
","2
","1
","WEC 17: Halloween Fury 4
          


          
          Oct. 14, 2005","SUB
",1,3:36
Pat Pytlik,loss,Andreas Gustafsson,"0
","26
","0
","0
","DWCS 8.2
          


          
          Aug. 20, 2024","KO/TKO
",2,3:20
