First Name,Last Name,Link,Nick Name,Wins,Losses,Draws,Height,Weight,Reach,STANCE,DOB,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
Brad,Katona,http://ufcstats.com/fighter-details/7b433309b0fd12aa,Superman,16,5,0,"5' 6""",135 lbs.,"64""",Orthodox,"Dec 19, 1991",4.81,52%,4.75,50%,1.86,34%,61%,0.0
Calvin,Kattar,http://ufcstats.com/fighter-details/751de04455cfaac0,,23,9,0,"5' 11""",145 lbs.,"72""",Orthodox,"Mar 26, 1988",4.60,38%,6.62,53%,0.36,29%,77%,0.1
Sarah,Kaufman,http://ufcstats.com/fighter-details/36df8e119aec6175,,18,4,0 (1 NC),"5' 5""",135 lbs.,"66""",Orthodox,"Sep 20, 1985",6.65,46%,4.00,62%,0.38,57%,81%,0.0
Lone'er,Kavanagh,http://ufcstats.com/fighter-details/bb2c3c3a466224af,,9,0,0,"5' 4""",125 lbs.,"67""",Orthodox,"Jun 09, 1999",3.73,50%,3.42,61%,1.85,50%,100%,0.0
Yusuke,Kawaguchi,http://ufcstats.com/fighter-details/fa2320781bfe4f49,,18,12,0,"6' 0""",255 lbs.,--,,"Aug 14, 1980",2.87,47%,3.93,50%,0.00,0%,72%,0.0
Canaan,Kawaihae,http://ufcstats.com/fighter-details/58d42b9e920b25fc,,6,2,0 (1 NC),"6' 0""",145 lbs.,"71""",Southpaw,"Aug 26, 1997",2.83,51%,4.59,36%,0.00,0%,100%,0.0
Tatsuya,Kawajiri,http://ufcstats.com/fighter-details/80d918336163b80c,Crusher,36,11,2,"5' 7""",145 lbs.,"69""",Orthodox,"May 08, 1978",2.04,44%,2.01,50%,3.63,48%,63%,1.1
Ryo,Kawamura,http://ufcstats.com/fighter-details/9e91d7fd2720e241,,18,9,4,"5' 11""",205 lbs.,--,Orthodox,"Jun 29, 1981",0.60,16%,3.93,39%,0.00,0%,6%,0.0
Masuto,Kawana,http://ufcstats.com/fighter-details/49f4171f14f54220,Mast,10,4,0,"5' 6""",145 lbs.,"69""",Orthodox,"Jan 30, 1995",2.54,41%,3.79,41%,11.67,55%,100%,0.0
Doug,Kay,http://ufcstats.com/fighter-details/547c5611bd366988,,0,0,0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Toshiomi,Kazama,http://ufcstats.com/fighter-details/148bb103cfbf123e,,11,4,0,"5' 7""",135 lbs.,"69""",Orthodox,"May 15, 1997",1.72,53%,3.89,42%,1.68,12%,66%,0.6
Julie,Kedzie,http://ufcstats.com/fighter-details/981ab7a0576f76a0,,16,13,0,"5' 5""",135 lbs.,--,Orthodox,"Mar 18, 1981",2.90,36%,3.18,46%,1.14,23%,78%,0.0
Ryan,Keenan,http://ufcstats.com/fighter-details/a72b20136239ba39,,6,2,0,"5' 10""",170 lbs.,--,,"Jun 15, 1985",0.00,0%,0.00,0%,0.00,0%,0%,0.0
CJ,Keith,http://ufcstats.com/fighter-details/c0eecd851dbf3146,,8,4,0,"6' 0""",155 lbs.,--,Orthodox,"Aug 09, 1986",0.86,50%,1.82,50%,0.00,0%,62%,0.0
Chris,Kelades,http://ufcstats.com/fighter-details/56c9acc4e86046a2,The Greek Assassin,9,3,0,"5' 7""",125 lbs.,"68""",Orthodox,"Feb 21, 1981",2.40,43%,2.64,48%,1.04,18%,53%,0.3
Brian,Kelleher,http://ufcstats.com/fighter-details/7be14eaed4c74856,Boom,24,16,0,"5' 6""",135 lbs.,"66""",Switch,"Aug 19, 1986",3.31,41%,4.59,54%,1.68,41%,60%,0.7
Mayana,Kellem,http://ufcstats.com/fighter-details/c788481ae19e798d,,7,1,0,"5' 5""",135 lbs.,--,Orthodox,"Jul 07, 1981",1.94,22%,2.90,62%,0.00,0%,0%,0.0
Tony,Kelley,http://ufcstats.com/fighter-details/1a08b01fdabb6ae2,Primetime,8,3,0,"5' 9""",135 lbs.,"70""",Switch,"Jan 21, 1987",5.55,47%,4.85,45%,0.00,0%,52%,1.4
Paul,Kelly,http://ufcstats.com/fighter-details/aac5ac38148f0528,,14,5,0,"5' 9""",155 lbs.,"70""",Orthodox,"Sep 12, 1984",3.22,37%,2.61,59%,1.34,60%,30%,1.5
John,Kelly,http://ufcstats.com/fighter-details/ace83095105dd205,,5,4,0,"5' 9""",170 lbs.,--,,"Aug 02, 1978",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Daniel,Kelly,http://ufcstats.com/fighter-details/bdcbb976816fd256,,13,4,0,"6' 0""",185 lbs.,"70""",Southpaw,"Oct 31, 1977",3.62,38%,4.64,61%,1.86,34%,78%,0.3
Tim,Kennedy,http://ufcstats.com/fighter-details/3c660c90d48fc80d,,18,6,0,"5' 11""",185 lbs.,"74""",Orthodox,"Sep 01, 1979",2.78,47%,1.84,62%,2.58,35%,70%,0.7
Steve,Kennedy,http://ufcstats.com/fighter-details/185fb0200a4605e6,The Steamrolla,24,8,0,"5' 11""",170 lbs.,--,Orthodox,"Mar 07, 1983",2.28,35%,5.52,45%,2.51,33%,0%,0.0
Jeremy,Kennedy,http://ufcstats.com/fighter-details/68f6e96c5fa6e044,JBC,11,1,0,"5' 11""",145 lbs.,"71""",Orthodox,"Sep 16, 1992",2.22,46%,2.58,47%,5.73,52%,66%,0.0
Waylon,Kennell,http://ufcstats.com/fighter-details/9b8a73b59be8d786,,6,2,0,"6' 0""",185 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Casey,Kenney,http://ufcstats.com/fighter-details/e7bba7ce4d6c7b07,,16,4,1,"5' 7""",135 lbs.,"68""",Southpaw,"Mar 20, 1991",4.85,42%,4.67,58%,1.09,35%,61%,0.4
Maimaitituoheti,Keremuaili,http://ufcstats.com/fighter-details/772022b989534f0d,Kyrgyz Mountain Eagle,26,11,0,"5' 6""",135 lbs.,"66""",Orthodox,"Mar 18, 1991",1.47,52%,1.67,37%,1.00,33%,84%,0.0
Aurelijus,Kerpe,http://ufcstats.com/fighter-details/c1e4ae143cce7398,,11,22,0,--,--,--,Orthodox,--,1.26,16%,8.21,31%,0.00,0%,0%,0.0
Mark,Kerr,http://ufcstats.com/fighter-details/a7b48e18ca27795d,The Smashing Machine,15,11,0 (1 NC),"6' 3""",266 lbs.,--,Switch,"Dec 21, 1968",0.28,41%,0.89,28%,2.92,77%,0%,0.4
Will,Kerr,http://ufcstats.com/fighter-details/ef61d9f5176b3200,,9,3,0,"5' 10""",155 lbs.,"69""",Orthodox,"Oct 21, 1982",1.91,42%,6.22,33%,0.00,0%,0%,14.3
Ron,Keslar,http://ufcstats.com/fighter-details/b84f34b425dfd24b,,11,9,0,--,185 lbs.,--,,--,0.00,0%,2.05,60%,0.00,0%,100%,7.7
Rustam,Khabilov,http://ufcstats.com/fighter-details/9b7694d064a8a0ad,Tiger,24,4,0,"5' 8""",155 lbs.,"73""",Orthodox,"Nov 04, 1986",1.98,34%,2.16,65%,3.95,41%,61%,0.1
Adam,Khaliev,http://ufcstats.com/fighter-details/1aba18b5f15d4956,,6,0,0,"6' 0""",170 lbs.,--,Orthodox,"Apr 16, 1984",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Sergey,Khandozhko,http://ufcstats.com/fighter-details/90da09db03e41748,Honda,28,6,1,"6' 1""",170 lbs.,"74""",Orthodox,"May 19, 1992",3.41,41%,2.37,60%,0.76,28%,61%,0.0
Sergei,Kharitonov,http://ufcstats.com/fighter-details/0693b2eab79198ea,,26,6,0,"6' 0""",245 lbs.,--,Orthodox,"Aug 18, 1980",3.90,44%,3.03,54%,1.16,53%,70%,1.0
Alfred,Khashakyan,http://ufcstats.com/fighter-details/3929efe0c0a83d07,The Fearless,8,3,0,"5' 8""",135 lbs.,"70""",Orthodox,"Jul 17, 1988",6.14,42%,6.38,40%,3.54,25%,0%,0.0
Aziz,Khaydarov,http://ufcstats.com/fighter-details/a072b512b6f4fc42,,21,7,0,"5' 8""",155 lbs.,"72""",Orthodox,"Sep 25, 1993",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Mansher,Khera,http://ufcstats.com/fighter-details/4bbd1e5c77ef3c2f,New Era,10,0,0,"5' 7""",155 lbs.,"68""",Orthodox,"Apr 15, 1992",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Aliaskhab,Khizriev,http://ufcstats.com/fighter-details/7ab478c397cd68ef,Black Wolf,14,0,0 (1 NC),"5' 9""",185 lbs.,"74""",Southpaw,"Aug 24, 1990",6.01,64%,4.38,61%,5.64,60%,100%,3.8
WonBin,Ki,http://ufcstats.com/fighter-details/aaeb55084b198a39,The Danger,18,9,0,"5' 11""",155 lbs.,"73""",Orthodox,"Feb 11, 1991",6.73,50%,4.21,55%,0.73,20%,50%,0.0
Pannie,Kianzad,http://ufcstats.com/fighter-details/91dac5e69e28d5b5,Banzai,17,9,0,"5' 7""",135 lbs.,"66""",Orthodox,"Dec 08, 1991",4.88,49%,4.09,51%,0.41,33%,65%,0.1
Akira,Kikuchi,http://ufcstats.com/fighter-details/9c37681096c6f3a9,,16,4,0,"5' 8""",155 lbs.,--,Orthodox,"Jul 23, 1978",3.67,56%,0.40,14%,2.00,40%,100%,0.0
Katsunori,Kikuno,http://ufcstats.com/fighter-details/44470bfd9483c7ad,,24,8,2,"5' 8""",145 lbs.,"66""",Orthodox,"Oct 31, 1981",2.64,40%,2.47,61%,1.88,75%,76%,0.8
Sanae,Kikuta,http://ufcstats.com/fighter-details/e4bde462b043d3e1,,31,9,3 (1 NC),"5' 9""",200 lbs.,--,Orthodox,"Sep 10, 1971",0.70,45%,0.90,52%,1.60,63%,25%,1.8
Jacob,Kilburn,http://ufcstats.com/fighter-details/637bd06c32219f0b,The Killer,8,4,0,"5' 9""",145 lbs.,"72""",Orthodox,"Jun 28, 1995",2.56,33%,6.78,35%,0.51,5%,20%,0.5
Dong Hyun,Kim,http://ufcstats.com/fighter-details/9bcf8603ceb25680,Stun Gun,22,4,1 (1 NC),"6' 2""",170 lbs.,"76""",Southpaw,"Nov 17, 1981",2.12,49%,1.89,58%,2.93,43%,71%,0.6
Jin Oh,Kim,http://ufcstats.com/fighter-details/8d04923f2db59b7f,,0,4,0,"5' 9""",205 lbs.,--,Orthodox,--,5.06,25%,8.43,50%,0.00,0%,66%,0.0
Dae Won,Kim,http://ufcstats.com/fighter-details/354808cf38d9d73c,,11,7,0,"5' 11""",180 lbs.,--,Orthodox,--,1.75,32%,2.51,36%,3.43,42%,0%,0.0
Jong Wang,Kim,http://ufcstats.com/fighter-details/380e8b023290d091,,13,23,0,"6' 1""",240 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jong Won,Kim,http://ufcstats.com/fighter-details/9e0f28d1f639ad73,,0,1,0,"5' 7""",139 lbs.,--,Orthodox,--,0.84,15%,3.28,63%,2.81,100%,0%,0.0
Min Soo,Kim,http://ufcstats.com/fighter-details/831b937811804dad,,3,7,0,"6' 1""",255 lbs.,--,Southpaw,"Jan 22, 1975",0.87,100%,3.48,20%,0.00,0%,0%,0.0
Jong Man,Kim,http://ufcstats.com/fighter-details/dba230fe33011201,Special Force,23,11,3 (1 NC),"5' 7""",139 lbs.,--,Orthodox,"Mar 03, 1978",1.33,21%,3.00,60%,0.00,0%,0%,0.0
Ji Yeon,Kim,http://ufcstats.com/fighter-details/a20f234df70f2182,Firefist,9,7,2,"5' 7""",125 lbs.,"72""",Orthodox,"Oct 18, 1989",5.37,36%,5.41,56%,0.00,0%,50%,0.1
MinWoo,Kim,http://ufcstats.com/fighter-details/6343a95f1d9e6a33,Korean MOAI,10,2,0,"5' 8""",135 lbs.,"72""",Orthodox,"Jul 21, 1993",0.00,0%,0.00,0%,0.00,0%,0%,0.0
HanSeul,Kim,http://ufcstats.com/fighter-details/2bc47c7cc6c05bd7,Spade,13,6,0,"6' 1""",170 lbs.,"73""",Southpaw,"Jun 19, 1990",5.79,42%,5.68,52%,0.00,0%,50%,1.7
KyeungPyo,Kim,http://ufcstats.com/fighter-details/5a9f7b5ffebdd6e7,Redhorse,11,4,0,"5' 9""",155 lbs.,"71""",Orthodox,"Jan 29, 1992",6.77,46%,6.32,63%,3.87,40%,100%,0.0
Sangwook,Kim,http://ufcstats.com/fighter-details/a264d4e9a4d6bfe4,Frogman,12,3,0,"6' 0""",155 lbs.,"71""",Orthodox,"Oct 17, 1993",5.57,51%,7.94,48%,1.65,18%,66%,0.8
SangWon,Kim,http://ufcstats.com/fighter-details/e9712cad24948ce1,No Problem,10,6,1,"5' 9""",145 lbs.,"69""",Orthodox,"Sep 01, 1993",3.18,57%,3.73,58%,0.69,25%,72%,0.0
KyuSung,Kim,http://ufcstats.com/fighter-details/e7ecfab8fd86d3e1,,12,6,0,"5' 11""",125 lbs.,"69""",Orthodox,"Nov 05, 1992",1.53,53%,0.87,69%,0.00,0%,33%,0.0
So Yul,Kim,http://ufcstats.com/fighter-details/864c07a7ff90caae,,8,1,0,--,115 lbs.,--,,"May 25, 1997",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jeremy,Kimball,http://ufcstats.com/fighter-details/917a5cb9821df261,,15,8,0,"6' 0""",205 lbs.,"72""",Switch,"Jan 03, 1991",2.81,46%,3.84,49%,1.41,20%,50%,0.0
Rob,Kimmons,http://ufcstats.com/fighter-details/054defd5420a551f,The Rosedale Reaper,25,9,0,"5' 10""",185 lbs.,"73""",Orthodox,"Jan 30, 1981",1.86,48%,4.79,38%,2.08,46%,25%,2.4
Dustin,Kimura,http://ufcstats.com/fighter-details/fe91d254db77a7fc,The Diamond,11,3,0,"5' 7""",135 lbs.,"71""",Orthodox,"May 21, 1989",1.33,21%,3.82,51%,0.93,37%,50%,2.2
Taiei,Kin,http://ufcstats.com/fighter-details/c7ac79839e86ce33,,6,3,0,"5' 11""",185 lbs.,--,Orthodox,"Jul 08, 1970",2.71,60%,1.33,52%,0.00,0%,55%,0.0
Mike,King,http://ufcstats.com/fighter-details/564c2f5f9eb45d67,,5,1,0,"6' 3""",185 lbs.,--,,"Aug 04, 1983",4.44,58%,1.29,72%,1.75,25%,40%,3.5
Kyle,Kingsbury,http://ufcstats.com/fighter-details/b959e8c7fd8390d2,Kingsbu,11,6,0 (1 NC),"6' 4""",205 lbs.,"79""",Orthodox,"Mar 22, 1982",2.97,40%,3.81,51%,2.64,41%,52%,0.0
Yusaku,Kinoshita,http://ufcstats.com/fighter-details/21b5c82c1b89dab1,,6,3,0,"6' 0""",170 lbs.,"71""",Southpaw,"Aug 21, 2000",4.65,50%,5.12,51%,0.00,0%,50%,0.0
Kamuela,Kirk,http://ufcstats.com/fighter-details/c7d7fda69ec410d3,The Jawaiian,12,6,0,"5' 10""",155 lbs.,"75""",Switch,"Apr 13, 1994",3.22,50%,5.87,40%,1.50,26%,47%,1.2
Yurij,Kiseliov,http://ufcstats.com/fighter-details/51d2aaaca56e5b40,Playboy,5,4,0,"5' 8""",185 lbs.,--,Orthodox,--,4.88,87%,0.00,0%,0.00,0%,50%,0.0
Justine,Kish,http://ufcstats.com/fighter-details/928ae2e5b5f7a9ec,,7,4,0,"5' 5""",125 lbs.,"64""",Orthodox,"Apr 13, 1988",4.51,48%,4.59,57%,0.87,33%,50%,0.1
Koji,Kitao,http://ufcstats.com/fighter-details/2a6f8136da1e52c0,,1,2,0,"6' 7""",350 lbs.,--,Southpaw,"Oct 12, 1963",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Satoru,Kitaoka,http://ufcstats.com/fighter-details/e2ac5bb645f33088,,40,14,9,"5' 6""",154 lbs.,--,,"Feb 04, 1980",0.68,33%,2.15,45%,0.62,10%,27%,2.1
Top Noi,Kiwram,http://ufcstats.com/fighter-details/e065b4a42a6c2c79,,9,5,0,"5' 5""",125 lbs.,"67""",Southpaw,"Aug 15, 1992",4.47,59%,3.23,66%,2.72,85%,74%,0.0
Ludovit,Klein,http://ufcstats.com/fighter-details/5b86d491d63890c5,Mr. Highlight,23,5,1,"5' 7""",155 lbs.,"72""",Southpaw,"Feb 22, 1995",3.81,54%,3.22,54%,1.70,51%,91%,0.0
Nick,Klein,http://ufcstats.com/fighter-details/7eaa5e31c2dd86aa,Blue Collar,6,2,0,"6' 1""",185 lbs.,"77""",Orthodox,"Sep 08, 1995",3.22,60%,3.33,47%,3.33,20%,66%,1.7
Seth,Kleinbeck,http://ufcstats.com/fighter-details/8ad022dd81224f61,Mass Destruction,8,4,0,"6' 2""",185 lbs.,--,,"Jul 25, 1973",2.55,33%,2.42,40%,0.98,25%,90%,0.0
Stefan,Klever,http://ufcstats.com/fighter-details/bc3876891e155bb5,,6,1,0,--,185 lbs.,--,Orthodox,--,0.82,50%,3.84,58%,0.00,0%,0%,0.0
Fatima,Kline,http://ufcstats.com/fighter-details/745fa7b605f8e2da,The Archangel,7,1,0,"5' 6""",115 lbs.,"67""",Orthodox,"Jul 12, 2000",2.21,47%,1.68,55%,1.84,100%,50%,0.0
Felix,Klinkhammer,http://ufcstats.com/fighter-details/8276f28f1ad087de,,7,0,0,"6' 0""",170 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Drakkar,Klose,http://ufcstats.com/fighter-details/7cbf7c78d3b34218,,15,3,1,"5' 9""",155 lbs.,"70""",Orthodox,"Mar 09, 1988",4.33,55%,3.54,50%,1.65,27%,69%,0.0
Michael,Knaap,http://ufcstats.com/fighter-details/02f0e04acf102ea9,Hammer,18,22,3,"6' 2""",220 lbs.,--,Orthodox,"Feb 27, 1984",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Kevin,Knabjian,http://ufcstats.com/fighter-details/1fac46d466abd5b8,,12,7,1,"5' 10""",170 lbs.,--,Orthodox,"Jul 05, 1984",0.00,0%,15.56,22%,0.00,0%,100%,0.0
Jason,Knight,http://ufcstats.com/fighter-details/bb1a2cdad6ff34db,The Kid,20,5,0,"5' 10""",145 lbs.,"71""",Orthodox,"Jul 14, 1992",2.95,33%,3.02,51%,1.31,31%,47%,1.7
William,Knight,http://ufcstats.com/fighter-details/5da33b8fbfa5ee95,Knightmare,11,5,0,"5' 10""",205 lbs.,"73""",Orthodox,"Apr 03, 1988",2.62,56%,3.30,35%,1.78,40%,48%,0.4
Josefine,Knutsson,http://ufcstats.com/fighter-details/971dba22c622af12,Thunder,8,1,0,"5' 3""",115 lbs.,"60""",Orthodox,"Jan 16, 1996",4.24,51%,2.13,54%,1.60,72%,35%,0.0
Seokhyeon,Ko,http://ufcstats.com/fighter-details/4a07b1988477502c,Tyson,11,2,0,"5' 10""",170 lbs.,"71""",Southpaw,"Sep 24, 1993",3.60,51%,3.33,57%,2.00,33%,50%,0.0
Isao,Kobayashi,http://ufcstats.com/fighter-details/a02652d063ef5baa,,21,4,4,"5' 8""",145 lbs.,--,,"Oct 28, 1988",1.01,33%,1.66,45%,2.17,100%,100%,0.0
Kelly,Kobold,http://ufcstats.com/fighter-details/c398235fcaf8d71d,Blood Red,19,3,1,"5' 6""",135 lbs.,--,Orthodox,"Feb 25, 1983",2.33,21%,4.11,59%,1.67,11%,0%,0.0
Erik,Koch,http://ufcstats.com/fighter-details/99bd87a300079ed9,Phoenix,16,6,0,"5' 10""",170 lbs.,"71""",Southpaw,"Oct 04, 1988",2.33,42%,2.82,47%,1.02,42%,81%,1.0
Sokun,Koh,http://ufcstats.com/fighter-details/6d8ef8706781c49e,,4,1,0,"6' 1""",205 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Shingo,Kohara,http://ufcstats.com/fighter-details/44c233770075cea1,,1,0,0,"5' 6""",135 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Brad,Kohler,http://ufcstats.com/fighter-details/13c4313ed0f744f3,,12,15,0,"5' 9""",220 lbs.,--,Orthodox,"May 26, 1964",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Charlie,Kohler,http://ufcstats.com/fighter-details/5717efc6f271cd52,,8,4,1,"5' 9""",155 lbs.,--,Orthodox,"Jul 16, 1976",0.81,33%,4.31,46%,0.00,0%,0%,4.0
Tsuyoshi,Kohsaka,http://ufcstats.com/fighter-details/b76ed59283d3559c,TK,27,19,2,"5' 11""",225 lbs.,--,Orthodox,"Mar 06, 1970",1.88,38%,4.41,54%,1.32,20%,33%,0.4
Kaloyan,Kolev,http://ufcstats.com/fighter-details/33de378ce1734638,,10,1,0,"6' 2""",205 lbs.,"73""",Orthodox,"Oct 17, 1992",1.12,45%,4.49,42%,10.11,60%,0%,0.0
John,Kolosci,http://ufcstats.com/fighter-details/5f6038bcdb95e3e4,,15,9,0,"5' 11""",185 lbs.,--,Orthodox,"Nov 26, 1974",0.21,20%,0.85,50%,0.00,0%,0%,0.0
