Fighter,W/L,Opponent,Knockdowns,Strikes,Takedowns,SubmissionAttempts,Event,Method,Round,Date
Kai Kamaka,loss,TJ Brown,"1
","61
","1
","0
","UFC Fight Night: Reyes vs. Prochazka
          


          
          May. 01, 2021",S-DEC,3,5:00
Kai Kamaka,loss,Jonathan Pearce,"0
","47
","1
","1
","UFC Fight Night: Smith vs. Clark
          


          
          Nov. 28, 2020","KO/TKO
",2,4:28
Kai Kamaka,win,Tony Kelley,"0
","114
","5
","0
","UFC 252: Miocic vs. Cormier 3
          


          
          Aug. 15, 2020",U-DEC,3,5:00
Shuya Kamikubo,loss,Xiao Long,"0
","57
","3
","1
","Road to UFC 2.5 + 2.6
          


          
          Aug. 27, 2023",M-DEC,3,5:00
Shuya Kamikubo,win,Baergeng Jieleyisi,"0
","58
","0
","0
","Road to UFC 2.3 + 2.4
          


          
          May. 28, 2023",S-DEC,3,5:00
Daichi Kamiya,loss,Sangwook Kim,"0
","15
","3
","0
","Road to UFC 4.3 + 4.4
          


          
          May. 23, 2025","KO/TKO
",2,3:53
Martin Kampmann,loss,Carlos Condit,"0
","35
","6
","0
","UFC Fight Night: Condit vs Kampmann 2
          


          
          Aug. 28, 2013","KO/TKO
",4,0:54
Martin Kampmann,loss,Johny Hendricks,"0
","0
","0
","0
","UFC 154: St-Pierre vs Condit
          


          
          Nov. 17, 2012","KO/TKO
",1,0:46
Martin Kampmann,win,Jake Ellenberger,"1
","13
","0
","0
","The Ultimate Fighter: Live Finale
          


          
          Jun. 01, 2012","KO/TKO
",2,1:40
Martin Kampmann,win,Thiago Alves,"0
","47
","1
","1
","UFC on FX: Alves vs Kampmann
          


          
          Mar. 02, 2012","SUB
",3,4:12
Martin Kampmann,win,Rick Story,"0
","38
","3
","1
","UFC 139: Shogun vs Henderson
          


          
          Nov. 19, 2011",S-DEC,3,5:00
Martin Kampmann,loss,Diego Sanchez,"1
","77
","0
","0
","UFC Live: Sanchez vs Kampmann
          


          
          Mar. 03, 2011",U-DEC,3,5:00
Martin Kampmann,loss,Jake Shields,"0
","35
","0
","3
","UFC 121: Lesnar vs Velasquez
          


          
          Oct. 23, 2010",S-DEC,3,5:00
Martin Kampmann,win,Paulo Thiago,"0
","24
","1
","3
","UFC 115: Liddell vs Franklin
          


          
          Jun. 12, 2010",U-DEC,3,5:00
Martin Kampmann,win,Jacob Volkmann,"1
","14
","0
","1
","UFC 108: Evans vs Silva
          


          
          Jan. 02, 2010","SUB
",1,4:03
Martin Kampmann,loss,Paul Daley,"0
","12
","0
","0
","UFC 103: Franklin vs Belfort
          


          
          Sep. 19, 2009","KO/TKO
",1,2:31
Martin Kampmann,win,Carlos Condit,"0
","26
","5
","6
","UFC Fight Night: Condit vs Kampmann
          


          
          Apr. 01, 2009",S-DEC,3,5:00
Martin Kampmann,win,Alexandre Barros,"1
","33
","0
","2
","UFC 93: Franklin vs Henderson
          


          
          Jan. 17, 2009","KO/TKO
",2,3:09
Martin Kampmann,loss,Nate Marquardt,"0
","1
","0
","0
","UFC 88: Breakthrough
          


          
          Sep. 06, 2008","KO/TKO
",1,1:22
Martin Kampmann,win,Jorge Rivera,"0
","4
","1
","2
","UFC 85: Bedlam
          


          
          Jun. 07, 2008","SUB
",1,2:44
Martin Kampmann,win,Drew McFedries,"0
","15
","1
","1
","UFC 68: The Uprising
          


          
          Mar. 03, 2007","SUB
",1,4:06
Martin Kampmann,win,Thales Leites,"1
","101
","0
","0
","The Ultimate Fighter: The Comeback Finale
          


          
          Nov. 11, 2006",U-DEC,3,5:00
Martin Kampmann,win,Crafton Wallace,"0
","19
","1
","1
","UFC Fight Night 6
          


          
          Aug. 17, 2006","SUB
",1,2:59
Martin Kampmann,win,Edwin Aguilar,"--
","--
","--
","--
","WFA - King of the Streets
          


          
          Jul. 22, 2006",KO/TKO,1,2:43
Koya Kanda,loss,Kaiwen,"0
","56
","1
","0
","Road to UFC 2.5 + 2.6
          


          
          Aug. 27, 2023",U-DEC,3,5:00
Koya Kanda,win,Yibugele,"0
","53
","3
","0
","Road to UFC 2.1 + 2.2
          


          
          May. 27, 2023",U-DEC,3,5:00
Bharat Kandare,loss,Song Yadong,"0
","3
","0
","0
","UFC Fight Night: Bisping vs. Gastelum
          


          
          Nov. 25, 2017","SUB
",1,4:16
Hiromitsu Kanehara,loss,Mauricio Rua,"0
","1
","0
","0
","PRIDE 29: Fists Of Fire
          


          
          Feb. 20, 2005","KO/TKO
",1,1:40
Hiromitsu Kanehara,loss,Alistair Overeem,"0
","8
","0
","1
","PRIDE 28: High Octane
          


          
          Oct. 31, 2004",KO/TKO,2,3:52
Hiromitsu Kanehara,loss,Mirko Filipovic,"0
","14
","0
","0
","PRIDE Bushido 3
          


          
          May. 23, 2004",U-DEC,2,5:00
Hiromitsu Kanehara,loss,Wanderlei Silva,"0
","3
","0
","0
","PRIDE 23: Championship Chaos 2
          



          
          Nov. 24, 2002",KO/TKO,1,3:40
Masanori Kanehara,loss,Michael McDonald,"0
","15
","2
","1
","UFC 195: Lawler vs Condit
          


          
          Jan. 02, 2016","SUB
",2,2:09
Masanori Kanehara,loss,Rani Yahya,"0
","24
","0
","0
","UFC Fight Night: Mir vs Duffee
          


          
          Jul. 15, 2015",S-DEC,3,5:00
Masanori Kanehara,win,Alex Caceres,"0
","32
","2
","2
","UFC Fight Night: Hunt vs Nelson
          


          
          Sep. 20, 2014",U-DEC,3,5:00
Masanori Kanehara,win,Norifumi Yamamoto,"1
","27
","1
","0
","Dynamite!! 2009
          


          
          Dec. 31, 2009",U-DEC,3,5:00
Ken Kaneko,loss,Charles Bennett,"0
","0
","0
","1
","PRIDE Shockwave 2005
          


          
          Dec. 31, 2005","SUB
",1,4:14
Denis Kang,loss,Melvin Manhoef,"0
","0
","0
","0
","DREAM 18
          


          
          Dec. 31, 2012","KO/TKO
",1,0:50
Denis Kang,loss,Michael Bisping,"1
","11
","0
","0
","UFC 105: Couture vs Vera
          


          
          Nov. 14, 2009","KO/TKO
",2,4:24
Denis Kang,win,Xavier Foupa-Pokam,"0
","31
","5
","1
","UFC 97: Redemption
          


          
          Apr. 18, 2009",U-DEC,3,5:00
Denis Kang,loss,Alan Belcher,"0
","26
","3
","1
","UFC 93: Franklin vs Henderson
          


          
          Jan. 17, 2009","SUB
",2,4:36
Denis Kang,loss,Gegard Mousasi,"0
","2
","1
","1
","DREAM 2: Middleweight Grand Prix 2008 1st Round
          


          
          Apr. 29, 2008","SUB
",1,3:10
Denis Kang,loss,Yoshihiro Akiyama,"0
","13
","0
","0
","K-1 Hero's Korea 2007
          


          
          Oct. 28, 2007","KO/TKO
",1,4:45
Denis Kang,loss,Kazuo Misaki,"0
","38
","3
","1
","PRIDE Bushido 13
          



          
          Nov. 05, 2006",S-DEC,2,5:00
Denis Kang,win,Akihiro Gono,"0
","27
","1
","0
","PRIDE Bushido 13
          


          
          Nov. 05, 2006",U-DEC,2,5:00
Denis Kang,win,Amar Suloev,"0
","15
","1
","2
","PRIDE Bushido 12
          


          
          Aug. 27, 2006","SUB
",1,4:10
Denis Kang,win,Murilo Rua,"1
","9
","0
","0
","PRIDE Bushido 11
          


          
          Jun. 04, 2006","KO/TKO
",1,0:15
Denis Kang,win,Mark Weir,"0
","21
","0
","0
","PRIDE Bushido 10
          


          
          Apr. 02, 2006","KO/TKO
",1,4:55
Denis Kang,win,Andrei Semenov,"0
","29
","1
","1
","PRIDE Bushido 8
          


          
          Jul. 17, 2005",U-DEC,2,5:00
Denis Kang,win,Takahiro Oba,"0
","8
","2
","1
","PRIDE Bushido 6
          


          
          Apr. 03, 2005","SUB
",1,4:24
Kyung Ho Kang,loss,Muin Gafurov,"0
","12
","3
","0
","UFC Fight Night: Whittaker vs. Aliskerov
          


          
          Jun. 22, 2024",U-DEC,3,5:00
Kyung Ho Kang,loss,John Castaneda,"0
","88
","0
","0
","UFC 295: Prochazka vs. Pereira
          


          
          Nov. 11, 2023",U-DEC,3,5:00
Kyung Ho Kang,win,Cristian Quinonez,"1
","22
","1
","1
","UFC Fight Night: Vettori vs. Cannonier
          


          
          Jun. 17, 2023","SUB
",1,2:25
Kyung Ho Kang,win,Batgerel Danaa,"0
","100
","0
","0
","UFC 275: Teixeira vs. Prochazka
          


          
          Jun. 11, 2022",U-DEC,3,5:00
Kyung Ho Kang,loss,Rani Yahya,"1
","43
","0
","0
","UFC Fight Night: Vieira vs. Tate
          


          
          Nov. 20, 2021",U-DEC,3,5:00
Kyung Ho Kang,win,Pingyuan Liu,"0
","20
","3
","0
","UFC Fight Night: Edgar vs. The Korean Zombie
          


          
          Dec. 21, 2019",S-DEC,3,5:00
Kyung Ho Kang,win,Brandon Davis,"1
","50
","3
","0
","UFC 241: Cormier vs. Miocic 2
          


          
          Aug. 17, 2019",S-DEC,3,5:00
Kyung Ho Kang,win,Teruto Ishihara,"1
","26
","1
","1
","UFC 234: Adesanya vs. Silva
          


          
          Feb. 09, 2019","SUB
",1,3:59
Kyung Ho Kang,loss,Ricardo Ramos,"0
","65
","1
","0
","UFC 227: Dillashaw vs. Garbrandt 2
          


          
          Aug. 04, 2018",S-DEC,3,5:00
Kyung Ho Kang,win,Guido Cannetti,"0
","3
","1
","1
","UFC Fight Night: Stephens vs. Choi
          


          
          Jan. 14, 2018","SUB
",1,4:53
Kyung Ho Kang,win,Michinori Tanaka,"0
","21
","0
","2
","UFC Fight Night: Hunt vs Nelson
          


          
          Sep. 20, 2014",S-DEC,3,5:00
Kyung Ho Kang,win,Shunichi Shimizu,"0
","65
","2
","4
","UFC Fight Night: Saffiedine vs Lim
          


          
          Jan. 04, 2014","SUB
",3,3:53
Kyung Ho Kang,loss,Chico Camus,"0
","18
","3
","0
","UFC 164: Henderson vs Pettis 2
          


          
          Aug. 31, 2013",U-DEC,3,5:00
Kyung Ho Kang,nc,Alex Caceres,"0
","16
","5
","0
","UFC on FUEL TV: Silva vs. Stann
          


          
          Mar. 02, 2013",Overturned,3,5:00
Manel Kape,win,Asu Almabayev,"0
","61
","0
","0
","UFC Fight Night: Kape vs. Almabayev
          


          
          Mar. 01, 2025","KO/TKO
",3,2:16
Manel Kape,win,Bruno Silva,"1
","111
","0
","0
","UFC Fight Night: Covington vs. Buckley
          


          
          Dec. 14, 2024","KO/TKO
",3,1:57
Manel Kape,loss,Muhammad Mokaev,"0
","20
","0
","0
","UFC 304: Edwards vs. Muhammad 2
          


          
          Jul. 27, 2024",U-DEC,3,5:00
Manel Kape,win,Felipe dos Santos,"1
","112
","1
","0
","UFC 293: Adesanya vs. Strickland
          


          
          Sep. 09, 2023",U-DEC,3,5:00
Manel Kape,win,David Dvorak,"1
","58
","0
","2
","UFC Fight Night: Cannonier vs. Strickland
          


          
          Dec. 17, 2022",U-DEC,3,5:00
Manel Kape,win,Zhalgas Zhumagulov,"2
","53
","0
","0
","UFC Fight Night: Font vs. Aldo
          


          
          Dec. 04, 2021","KO/TKO
",1,4:02
Manel Kape,win,Ode Osbourne,"1
","19
","0
","0
","UFC 265: Lewis vs. Gane
          


          
          Aug. 07, 2021","KO/TKO
",1,4:44
Manel Kape,loss,Matheus Nicolau,"0
","61
","0
","0
","UFC Fight Night: Edwards vs. Muhammad
          


          
          Mar. 13, 2021",S-DEC,3,5:00
Manel Kape,loss,Alexandre Pantoja,"0
","49
","2
","0
","UFC Fight Night: Overeem vs. Volkov
          


          
          Feb. 06, 2021",U-DEC,3,5:00
David Kaplan,loss,George Roop,"0
","50
","5
","0
","UFC 98: Evans vs Machida
          


          
          May. 23, 2009",S-DEC,3,5:00
David Kaplan,loss,Junie Browning,"0
","12
","2
","1
","The Ultimate Fighter: Team Nogueira vs. Team Mir Finale
          


          
          Dec. 13, 2008","SUB
",2,1:32
Kai Kara-France,win,Steve Erceg,"2
","18
","0
","0
","UFC 305: Du Plessis vs. Adesanya
          


          
          Aug. 17, 2024","KO/TKO
",1,4:04
Kai Kara-France,loss,Amir Albazi,"0
","99
","2
","0
","UFC Fight Night: Kara-France vs. Albazi
          


          
          Jun. 03, 2023",S-DEC,5,5:00
Kai Kara-France,loss,Brandon Moreno,"0
","53
","1
","0
","UFC 277: Pena vs. Nunes 2
          



          
          Jul. 30, 2022","KO/TKO
",3,4:34
Kai Kara-France,win,Askar Askarov,"0
","51
","0
","0
","UFC Fight Night: Blaydes vs. Daukaus
          


          
          Mar. 26, 2022",U-DEC,3,5:00
Kai Kara-France,win,Cody Garbrandt,"2
","23
","0
","0
","UFC 269: Oliveira vs. Poirier
          


          
          Dec. 11, 2021","KO/TKO
",1,3:21
Kai Kara-France,win,Rogerio Bontorin,"1
","13
","0
","0
","UFC 259: Blachowicz vs. Adesanya
          


          
          Mar. 06, 2021","KO/TKO
",1,4:55
Kai Kara-France,loss,Brandon Royval,"1
","22
","0
","0
","UFC 253: Adesanya vs. Costa
          


          
          Sep. 26, 2020","SUB
",2,0:48
Kai Kara-France,win,Tyson Nam,"0
","78
","0
","0
","UFC Fight Night: Felder vs. Hooker
          


          
          Feb. 22, 2020",U-DEC,3,5:00
Kai Kara-France,loss,Brandon Moreno,"0
","82
","0
","0
","UFC 245: Usman vs. Covington
          


          
          Dec. 14, 2019",U-DEC,3,5:00
Kai Kara-France,win,Mark De La Rosa,"1
","91
","1
","0
","UFC Fight Night: Andrade vs. Zhang
          


          
          Aug. 31, 2019",U-DEC,3,5:00
Kai Kara-France,win,Raulian Paiva,"0
","58
","2
","0
","UFC 234: Adesanya vs. Silva
          


          
          Feb. 09, 2019",S-DEC,3,5:00
Kai Kara-France,win,Elias Garcia,"1
","86
","0
","0
","UFC Fight Night: Dos Santos vs. Tuivasa
          


          
          Dec. 01, 2018",U-DEC,3,5:00
Georgi Karakhanyan,win,Hiroyuki Takaya,"0
","73
","3
","1
","DREAM 18
          


          
          Dec. 31, 2012",S-DEC,3,5:00
Alex Karalexis,loss,Anthony Pettis,"0
","9
","3
","0
","WEC 48: Aldo vs. Faber
          


          
          Apr. 24, 2010","SUB
",2,1:35
Alex Karalexis,win,Greg McIntyre,"0
","17
","1
","0
","WEC 39: Brown vs. Garcia
          


          
          Mar. 01, 2009","KO/TKO
",1,4:19
Alex Karalexis,loss,Bart Palaszewski,"0
","23
","0
","0
","WEC 37: Torres vs. Tapia
          


          
          Dec. 03, 2008","KO/TKO
",2,1:11
Alex Karalexis,loss,Ed Ratcliff,"0
","3
","1
","2
","WEC 31: Faber vs. Curran
          


          
          Dec. 12, 2007","KO/TKO
",2,1:26
Alex Karalexis,win,Josh Smith,"0
","21
","3
","0
","WEC 28: Faber vs. Farrar
          


          
          Jun. 03, 2007",M-DEC,3,5:00
Alex Karalexis,win,Olaf Alfonso,"0
","48
","3
","0
","WEC 25: McCullough vs. Cope
          


          
          Jan. 20, 2007",KO/TKO,2,3:53
Alex Karalexis,win,Thomas Denny,"0
","51
","3
","0
","WEC 23: Hot August Fights
          


          
          Aug. 17, 2006",U-DEC,3,5:00
Alex Karalexis,loss,Jason Von Flue,"0
","18
","1
","3
","UFC Fight Night 3
          


          
          Jan. 16, 2006","SUB
",3,1:17
Alex Karalexis,loss,Kenny Florian,"0
","18
","0
","0
","UFC Fight Night 1
          


          
          Aug. 06, 2005",KO/TKO,2,2:52
Alex Karalexis,win,Josh Rafferty,"0
","6
","0
","0
","The Ultimate Fighter: Team Couture vs. Team Liddell Finale
          


          
          Apr. 09, 2005","KO/TKO
",1,1:40
Ernesta Kareckaite,win,Nicolle Caliari,"0
","95
","0
","0
","UFC Fight Night: Dern vs. Ribas 2
          


          
          Jan. 11, 2025",S-DEC,3,5:00
Ernesta Kareckaite,loss,Dione Barbosa,"0
","53
","1
","0
","UFC 301: Pantoja vs. Erceg
          


          
          May. 04, 2024",U-DEC,3,5:00
Ernesta Kareckaite,win,Carli Judice,"0
","184
","1
","0
","DWCS 7.8
          


          
          Sep. 26, 2023",S-DEC,3,5:00
Impa Kasanganay,loss,Carlston Harris,"0
","6
","0
","0
","UFC Fight Night: Smith vs. Spann
          


          
          Sep. 18, 2021","KO/TKO
",1,2:38
Impa Kasanganay,win,Sasha Palatnikov,"0
","13
","2
","1
","UFC Fight Night: Vettori vs. Holland
          


          
          Apr. 10, 2021","SUB
",2,0:26
Impa Kasanganay,loss,Joaquin Buckley,"0
","28
","0
","0
","UFC Fight Night: Moraes vs. Sandhagen
          


          
          Oct. 10, 2020","KO/TKO
",2,2:03
Impa Kasanganay,win,Maki Pitolo,"0
","85
","0
","0
","UFC Fight Night: Smith vs. Rakic
          


          
          Aug. 29, 2020",U-DEC,3,5:00
Impa Kasanganay,win,Anthony Adams,"0
","94
","3
","0
","DWCS 4.2
          


          
          Aug. 11, 2020",U-DEC,3,5:00
Impa Kasanganay,win,Kailan Hill,"0
","72
","2
","0
","DWCS 3.10
          


          
          Aug. 27, 2019",U-DEC,3,5:00
Jinnosuke Kashimura,loss,WonBin Ki,"0
","1
","1
","2
","Road to UFC 1.1
          


          
          Jun. 09, 2022","KO/TKO
",1,4:45
Nadia Kassem,loss,Ji Yeon Kim,"0
","45
","1
","0
","UFC 243: Whittaker vs. Adesanya
          


          
          Oct. 05, 2019","KO/TKO
",2,4:59
Nadia Kassem,loss,Montana De La Rosa,"0
","5
","0
","0
","UFC 234: Adesanya vs. Silva
          


          
          Feb. 09, 2019","SUB
",2,2:37
Nadia Kassem,win,Alex Chambers,"0
","52
","0
","6
","UFC Fight Night: Werdum vs. Tybura
          


          
          Nov. 18, 2017",U-DEC,3,5:00
Yusuke Kasuya,loss,Alexander Volkanovski,"0
","4
","1
","0
","UFC Fight Night: Whittaker vs. Brunson
          


          
          Nov. 26, 2016","KO/TKO
",2,2:06
Yusuke Kasuya,loss,Nick Hein,"0
","44
","1
","0
","UFC Fight Night: Barnett vs Nelson
          


          
          Sep. 26, 2015",U-DEC,3,5:00
Tetsuji Kato,loss,Gilbert Melendez,"0
","28
","1
","0
","Strikeforce - Playboy Mansion
          


          
          Sep. 29, 2007",U-DEC,3,5:00
Tetsuji Kato,loss,Anderson Silva,"0
","8
","3
","1
","Shooto - To the Top 2
          


          
          Mar. 02, 2001",U-DEC,3,5:00
Brad Katona,loss,Bekzat Almakhan,"0
","1
","0
","0
","UFC 315: Muhammad vs. Della Maddalena
          


          
          May. 10, 2025","KO/TKO
",1,1:04
Brad Katona,loss,Jean Matsumoto,"0
","89
","3
","0
","UFC Fight Night: Hernandez vs. Pereira
          


          
          Oct. 19, 2024",U-DEC,3,5:00
Brad Katona,win,Jesse Butler,"0
","68
","3
","0
","UFC Fight Night: Cannonier vs. Imavov
          


          
          Jun. 08, 2024",U-DEC,3,5:00
Brad Katona,loss,Garrett Armfield,"0
","64
","4
","0
","UFC 297: Strickland vs. Du Plessis
          


          
          Jan. 20, 2024",U-DEC,3,5:00
Brad Katona,win,Cody Gibson,"0
","160
","0
","0
","UFC 292: Sterling vs. O'Malley
          


          
          Aug. 19, 2023",U-DEC,3,5:00
Brad Katona,loss,Hunter Azure,"0
","21
","3
","0
","UFC Fight Night: Cowboy vs. Gaethje
          


          
          Sep. 14, 2019",U-DEC,3,5:00
Brad Katona,loss,Merab Dvalishvili,"0
","32
","0
","0
","UFC Fight Night: Iaquinta vs. Cowboy
          


          
          May. 04, 2019",U-DEC,3,5:00
Brad Katona,win,Matthew Lopez,"0
","76
","0
","0
","UFC 231: Holloway vs. Ortega
          


          
          Dec. 08, 2018",U-DEC,3,5:00
Brad Katona,win,Jay Cucciniello,"0
","71
","2
","0
","The Ultimate Fighter: Undefeated Finale
          



          
          Jul. 06, 2018",U-DEC,3,5:00
Calvin Kattar,loss,Youssef Zalal,"0
","38
","0
","0
","UFC Fight Night: Cannonier vs. Rodrigues
          


          
          Feb. 15, 2025",U-DEC,3,5:00
Calvin Kattar,loss,Aljamain Sterling,"0
","8
","0
","0
","UFC 300: Pereira vs. Hill
          


          
          Apr. 13, 2024",U-DEC,3,5:00
Calvin Kattar,loss,Arnold Allen,"0
","14
","0
","0
","UFC Fight Night: Kattar vs. Allen
          


          
          Oct. 29, 2022",KO/TKO,2,0:08
Calvin Kattar,loss,Josh Emmett,"0
","130
","0
","0
","UFC Fight Night: Kattar vs. Emmett
          


          
          Jun. 18, 2022",S-DEC,5,5:00
Calvin Kattar,win,Giga Chikadze,"1
","144
","2
","1
","UFC Fight Night: Kattar vs. Chikadze
          


          
          Jan. 15, 2022",U-DEC,5,5:00
Calvin Kattar,loss,Max Holloway,"0
","133
","0
","0
","UFC Fight Night: Holloway vs. Kattar
          


          
          Jan. 16, 2021",U-DEC,5,5:00
Calvin Kattar,win,Dan Ige,"0
","105
","1
","0
","UFC Fight Night: Kattar vs. Ige
          


          
          Jul. 15, 2020",U-DEC,5,5:00
Calvin Kattar,win,Jeremy Stephens,"1
","52
","0
","0
","UFC 249: Ferguson vs. Gaethje
          


          
          May. 09, 2020","KO/TKO
",2,2:49
Calvin Kattar,loss,Zabit Magomedsharipov,"0
","80
","0
","0
","UFC Fight Night: Zabit vs. Kattar
          


          
          Nov. 09, 2019",U-DEC,3,5:00
Calvin Kattar,win,Ricardo Lamas,"1
","22
","0
","0
","UFC 238: Cejudo vs. Moraes
          


          
          Jun. 08, 2019","KO/TKO
",1,4:06
Calvin Kattar,win,Chris Fishgold,"1
","24
","0
","0
","UFC Fight Night: Oezdemir vs. Smith
          


          
          Oct. 27, 2018","KO/TKO
",1,4:11
Calvin Kattar,loss,Renato Moicano,"0
","41
","0
","0
","UFC 223: Khabib vs. Iaquinta
          


          
          Apr. 07, 2018",U-DEC,3,5:00
Calvin Kattar,win,Shane Burgos,"1
","85
","0
","0
","UFC 220: Miocic vs. Ngannou
          


          
          Jan. 20, 2018","KO/TKO
",3,0:32
Calvin Kattar,win,Andre Fili,"0
","75
","2
","0
","UFC 214: Cormier vs. Jones 2
          


          
          Jul. 29, 2017",U-DEC,3,5:00
Sarah Kaufman,loss,Valentina Shevchenko,"0
","27
","1
","0
","UFC on FOX: Dos Anjos vs. Cowboy 2
          


          
          Dec. 19, 2015",S-DEC,3,5:00
Sarah Kaufman,loss,Alexis Davis,"0
","65
","0
","0
","UFC 186: Johnson vs Horiguchi
          


          
          Apr. 25, 2015","SUB
",2,3:07
Sarah Kaufman,win,Leslie Smith,"0
","202
","1
","0
","UFC Fight Night: Bisping vs Kennedy
          


          
          Apr. 16, 2014",U-DEC,3,5:00
Sarah Kaufman,nc,Jessica Eye,"0
","87
","0
","0
","UFC 166: Velasquez vs Dos Santos 3
          


          
          Oct. 19, 2013",Overturned,3,5:00
Sarah Kaufman,loss,Ronda Rousey,"0
","1
","0
","0
","Strikeforce - Rousey vs Kaufman
          



          
          Aug. 18, 2012","SUB
",1,0:54
Sarah Kaufman,win,Alexis Davis,"0
","135
","0
","0
","Strikeforce - Tate vs. Rousey
          


          
          Mar. 03, 2012",M-DEC,3,5:00
Sarah Kaufman,win,Liz Carmouche,"0
","111
","0
","0
","Strikeforce Challengers 17
          


          
          Jul. 22, 2011",U-DEC,3,5:00
Sarah Kaufman,loss,Marloes Coenen,"0
","12
","0
","0
","Strikeforce - Diaz vs. Noons 2
          



          
          Oct. 09, 2010","SUB
",3,1:59
Sarah Kaufman,win,Roxanne Modafferi,"0
","80
","0
","0
","Strikeforce Challengers 9
          



          
          Jul. 23, 2010","KO/TKO
",3,4:45
Sarah Kaufman,win,Takayo Hashi,"0
","164
","1
","0
","Strikeforce Challengers 6
          


          
          Feb. 26, 2010",U-DEC,5,5:00
Sarah Kaufman,win,Shayna Baszler,"0
","88
","1
","0
","Strikeforce Challengers 2
          


          
          Jun. 19, 2009",U-DEC,3,5:00
Sarah Kaufman,win,Miesha Tate,"0
","90
","0
","0
","Strikeforce Challengers 1
          


          
          May. 15, 2009",U-DEC,3,3:00
Lone'er Kavanagh,win,Felipe dos Santos,"0
","58
","4
","0
","UFC Fight Night: Edwards vs. Brady
          


          
          Mar. 22, 2025",U-DEC,3,5:00
Lone'er Kavanagh,win,Jose Ochoa,"0
","51
","0
","0
","UFC Fight Night: Yan vs. Figueiredo
          


          
          Nov. 23, 2024",U-DEC,3,5:00
Lone'er Kavanagh,win,An Tuan Ho,"1
","12
","0
","0
","DWCS 8.1
          


          
          Aug. 13, 2024","KO/TKO
",1,2:25
Yusuke Kawaguchi,win,James Thompson,"1
","43
","0
","0
","DREAM 16
          


          
          Sep. 25, 2010",S-DEC,2,5:00
Canaan Kawaihae,loss,Jonas Bilharinho,"0
","47
","0
","0
","DWCS 5.10
          


          
          Nov. 02, 2021","KO/TKO
",3,4:00
Canaan Kawaihae,loss,Chase Hooper,"1
","35
","0
","0
","DWCS 2.6
          


          
          Jul. 24, 2018",U-DEC,3,5:00
Tatsuya Kawajiri,loss,Cub Swanson,"0
","23
","3
","0
","UFC Fight Night: Rodriguez vs. Caceres
          


          
          Aug. 06, 2016",U-DEC,3,5:00
