First Name,Last Name,Link,Nick Name,Wins,Losses,Draws,Height,Weight,Reach,STANCE,DOB,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
Angela,Magana,http://ufcstats.com/fighter-details/bd878a638e0e3be3,Your Majesty,11,9,0,"5' 1""",115 lbs.,"65""",Orthodox,"Aug 02, 1983",1.53,28%,4.92,42%,0.40,25%,28%,0.4
Neil,Magny,http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5,The Haitian Sensation,29,14,0,"6' 3""",170 lbs.,"80""",Orthodox,"Aug 03, 1987",3.43,46%,2.48,51%,2.12,38%,53%,0.2
Raimond,Magomedaliev,http://ufcstats.com/fighter-details/d16373b3568678d4,,10,2,0,"6' 1""",170 lbs.,"75""",Orthodox,"Jun 10, 1990",4.07,41%,4.75,41%,0.00,0%,0%,0.0
Ibragim,Magomedov,http://ufcstats.com/fighter-details/e7e970d508529bf3,,22,8,1,"6' 0""",250 lbs.,--,Orthodox,--,0.26,4%,3.86,42%,0.00,0%,0%,0.0
Rashid,Magomedov,http://ufcstats.com/fighter-details/7ea1f74cef32f906,Highlander,20,2,0,"5' 9""",155 lbs.,"70""",Orthodox,"Nov 29, 1984",4.40,49%,3.05,54%,0.67,57%,89%,0.2
Ruslan,Magomedov,http://ufcstats.com/fighter-details/369e1ce458ef50a6,Leopard,14,1,0,"6' 3""",242 lbs.,"78""",Orthodox,"Nov 26, 1986",4.02,47%,1.47,66%,0.33,100%,88%,0.0
Abus,Magomedov,http://ufcstats.com/fighter-details/36b8f265bcd1b7a4,,28,6,1,"6' 2""",185 lbs.,"78""",Orthodox,"Sep 02, 1990",3.21,48%,3.68,56%,2.65,57%,100%,0.2
Shara,Magomedov,http://ufcstats.com/fighter-details/06734ca9d88dec3a,Bullet,15,1,0,"6' 2""",185 lbs.,"73""",Orthodox,"May 16, 1994",5.87,62%,4.13,42%,0.00,0%,72%,0.0
Zabit,Magomedsharipov,http://ufcstats.com/fighter-details/87aa9fb63d6b51a1,,18,1,0,"6' 1""",145 lbs.,"73""",Orthodox,"Mar 01, 1991",4.89,48%,3.00,64%,5.22,56%,77%,0.8
John,Maguire,http://ufcstats.com/fighter-details/1a7745388839e52b,The One,24,9,0,"5' 9""",155 lbs.,"69""",Southpaw,"May 19, 1983",1.41,41%,2.44,65%,2.80,46%,77%,1.1
Lolohea,Mahe,http://ufcstats.com/fighter-details/fb0b6593cec84356,,10,4,1,--,--,--,,--,1.71,29%,6.92,40%,2.44,40%,0%,0.0
Michelle,Maher,http://ufcstats.com/fighter-details/118463dd8db16e7f,,1,2,0,--,145 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
,Maheshate,http://ufcstats.com/fighter-details/8c1ca54b5089d199,,10,4,0,"6' 0""",155 lbs.,"71""",Orthodox,"Dec 01, 1999",3.86,29%,5.64,53%,0.00,0%,45%,0.0
Bill,Mahood,http://ufcstats.com/fighter-details/ae58685caf8e4a0d,The Butcher,20,7,1 (1 NC),"6' 3""",200 lbs.,--,Orthodox,"Feb 01, 1967",1.54,85%,3.59,17%,0.00,0%,0%,3.9
Klayton,Mai,http://ufcstats.com/fighter-details/7a9c1bb08a743d7f,,8,3,0,"5' 9""",125 lbs.,--,,"Nov 30, 1986",1.53,42%,1.02,63%,3.83,100%,0%,7.7
Demian,Maia,http://ufcstats.com/fighter-details/427b5953ac8e3a27,,28,11,0,"6' 1""",170 lbs.,"72""",Southpaw,"Nov 06, 1977",1.80,43%,2.07,63%,2.49,24%,61%,1.0
Jennifer,Maia,http://ufcstats.com/fighter-details/8e1f36476ef02a6a,,21,10,1,"5' 4""",125 lbs.,"64""",Orthodox,"Oct 06, 1988",4.35,38%,4.52,55%,0.42,27%,58%,0.1
Nayara,Maia,http://ufcstats.com/fighter-details/03b1b79b34eaf217,Capita,7,1,1,"5' 5""",125 lbs.,"66""",Orthodox,"Jul 25, 1990",0.60,36%,3.33,43%,1.00,33%,0%,1.0
Roshan,Mainam,http://ufcstats.com/fighter-details/b301292b1bc92bdb,The Indian Notorious,6,3,0,--,135 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Levan,Makashvili,http://ufcstats.com/fighter-details/938ad489fb7a1f31,The Hornet,15,2,1,"5' 8""",145 lbs.,"68""",Orthodox,"Jan 07, 1989",2.87,54%,2.07,61%,3.67,42%,85%,0.0
John,Makdessi,http://ufcstats.com/fighter-details/c21a036b4e012f1c,The Bull,18,9,0,"5' 8""",155 lbs.,"68""",Orthodox,"May 03, 1985",5.52,49%,4.15,68%,0.00,0%,86%,0.0
Islam,Makhachev,http://ufcstats.com/fighter-details/275aca31f61ba28c,,27,1,0,"5' 10""",155 lbs.,"70""",Southpaw,"Oct 27, 1991",2.63,58%,1.55,61%,3.20,53%,90%,1.1
Aliev,Makhmud,http://ufcstats.com/fighter-details/3d481aa374c954a1,,0,1,0,"5' 6""",195 lbs.,--,Southpaw,"Feb 13, 1970",1.12,30%,2.24,36%,2.10,50%,0%,0.0
Zach,Makovsky,http://ufcstats.com/fighter-details/57ab4d7c0bc09a30,Fun Size,20,8,0,"5' 4""",125 lbs.,"64""",Southpaw,"Apr 19, 1983",1.94,43%,2.24,62%,3.71,30%,56%,0.3
Azat,Maksum,http://ufcstats.com/fighter-details/7f1bf0c255ec8756,Qazaq,17,1,0,"5' 7""",125 lbs.,"70""",Southpaw,"Feb 02, 1995",2.80,23%,5.23,55%,2.00,22%,66%,0.5
Jeremy,Malaterre,http://ufcstats.com/fighter-details/110404b505fb562c,,4,2,0,"5' 11""",155 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Fabio,Maldonado,http://ufcstats.com/fighter-details/1fb80f46d3c105d9,Caipira de Aco,23,11,0,"6' 1""",205 lbs.,"75""",Orthodox,"Mar 17, 1980",5.29,58%,4.31,53%,0.44,57%,61%,0.6
Marvin,Maldonado,http://ufcstats.com/fighter-details/e5ce754b01f922be,The Bulldog,2,4,0 (1 NC),"5' 6""",135 lbs.,--,,--,0.87,56%,3.47,43%,0.00,0%,20%,0.0
Bea,Malecki,http://ufcstats.com/fighter-details/b60c980f79b87ce8,,4,1,0,"5' 9""",135 lbs.,"74""",Orthodox,"Aug 23, 1991",6.84,46%,6.96,62%,0.00,0%,78%,1.1
Nazareno,Malegarie,http://ufcstats.com/fighter-details/d38e8c6ae2dfc051,El Tigre,28,4,0,"5' 8""",155 lbs.,--,,"May 16, 1986",3.87,34%,3.27,69%,1.00,33%,0%,0.0
Carl,Malenko,http://ufcstats.com/fighter-details/a314687f372b2cec,,6,4,0,"5' 11""",200 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jacob,Malkoun,http://ufcstats.com/fighter-details/d4270315cbcf2569,Mamba,8,3,0,"5' 9""",185 lbs.,"73""",Orthodox,"Aug 26, 1995",3.86,56%,2.48,52%,6.62,42%,20%,0.4
Mike,Malott,http://ufcstats.com/fighter-details/dd6103dd7127db1d,Proper,12,2,1,"6' 1""",170 lbs.,"73""",Orthodox,"Nov 07, 1991",4.09,47%,2.96,54%,2.08,56%,16%,0.7
Regina,Malpica Rivera,http://ufcstats.com/fighter-details/9f5609dba6584ab2,Kill Bill,5,0,0,--,135 lbs.,--,,"Oct 19, 2004",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Dan,Manasoiu,http://ufcstats.com/fighter-details/eefc73b53d4a05d7,,0,0,0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Troy,Mandaloniz,http://ufcstats.com/fighter-details/725a834930c2b5bf,Rude Boy,3,2,0,"5' 9""",170 lbs.,--,Orthodox,"Feb 01, 1980",3.52,56%,4.71,63%,3.10,66%,57%,0.0
Nate,Maness,http://ufcstats.com/fighter-details/6e9f40c706f91f32,Mayhem,16,3,0,"5' 10""",125 lbs.,"72""",Orthodox,"Jun 27, 1991",3.14,50%,3.88,42%,0.68,75%,80%,0.7
Michael,Mangan,http://ufcstats.com/fighter-details/9297ce6eee046f7a,,0,3,0,--,155 lbs.,--,,--,1.94,33%,4.52,46%,19.35,50%,100%,0.0
Gary,Mangat,http://ufcstats.com/fighter-details/1c0ffc63d8ec8f45,,15,3,0,"5' 7""",135 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
George,Mangos,http://ufcstats.com/fighter-details/122ae3b34275fbb2,,7,0,0,--,145 lbs.,--,,"Aug 19, 2003",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Melvin,Manhoef,http://ufcstats.com/fighter-details/e5767ed355a937c2,No Mercy,30,14,1 (2 NC),"5' 9""",185 lbs.,--,Orthodox,"May 11, 1976",3.52,48%,2.64,51%,0.33,25%,78%,0.0
Melchor,Manibusan,http://ufcstats.com/fighter-details/b6c6d1731ff00eeb,Barracuda,2,4,0,"5' 5""",154 lbs.,--,Southpaw,"Dec 27, 1976",1.58,54%,5.79,15%,0.00,0%,0%,0.0
Jon,Manley,http://ufcstats.com/fighter-details/a0602dd050bebefc,,9,4,0,"6' 1""",170 lbs.,--,Orthodox,"Jul 07, 1986",1.13,20%,4.33,45%,1.00,7%,20%,0.0
Steve,Mann,http://ufcstats.com/fighter-details/0eef1bf99afd4ff2,,12,5,0,"6' 1""",170 lbs.,--,,--,3.18,70%,0.66,57%,1.64,100%,60%,0.0
Marnic,Mann,http://ufcstats.com/fighter-details/b6203e0492a9336c,The Sawed-Off Savage,6,3,0,"5' 0""",115 lbs.,"64""",Southpaw,"Mar 05, 1993",1.47,41%,5.08,31%,1.90,33%,25%,0.4
Dylan,Mantello,http://ufcstats.com/fighter-details/e192ebb85b68fa9e,The Quiet Man,8,4,0,"6' 1""",155 lbs.,"73""",Orthodox,"Nov 19, 1992",4.69,62%,4.76,55%,0.00,0%,76%,0.0
Chris,Manuel,http://ufcstats.com/fighter-details/a23e63184c65f5b8,,9,7,2,"5' 9""",135 lbs.,--,Orthodox,"Jul 21, 1987",2.53,40%,2.67,66%,1.00,20%,100%,0.0
Jimi,Manuwa,http://ufcstats.com/fighter-details/1e1dbd1cc5a7469e,Poster Boy,17,6,0,"6' 1""",205 lbs.,"79""",Orthodox,"Feb 18, 1980",3.43,54%,3.97,49%,0.53,18%,70%,0.4
Dominic,Mar Fan,http://ufcstats.com/fighter-details/530af2900b5a1693,Street Buddha,7,2,0,"5' 11""",155 lbs.,"75""",Orthodox,"Mar 19, 2000",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Cristiano,Marcello,http://ufcstats.com/fighter-details/ff4c3ab594c7fac3,,13,6,0,"5' 9""",155 lbs.,"72""",Orthodox,"Dec 03, 1977",2.56,33%,3.61,58%,0.44,11%,20%,0.9
Daniel,Marcos,http://ufcstats.com/fighter-details/850266b3dc4e506e,Soncora,17,1,0 (1 NC),"5' 7""",135 lbs.,"69""",Orthodox,"Mar 07, 1993",5.11,53%,3.88,61%,0.99,46%,84%,0.0
Jose,Maria,http://ufcstats.com/fighter-details/b35ba64b6a2bbcb3,No Chance,37,7,0 (2 NC),"5' 5""",125 lbs.,--,Orthodox,"Jan 04, 1982",3.20,53%,3.98,52%,2.32,27%,33%,2.3
Marcos,Mariano,http://ufcstats.com/fighter-details/72e5e5a6edfa8223,Dhalsim,6,6,0,"6' 1""",155 lbs.,"76""",Switch,"Oct 12, 1986",0.25,27%,2.11,43%,0.00,0%,28%,0.0
Enrique,Marin,http://ufcstats.com/fighter-details/23a6e307077c6ccc,Wasabi,10,4,0,"5' 10""",170 lbs.,--,,"Sep 02, 1986",1.43,33%,3.00,50%,2.50,38%,60%,1.0
Chepe,Mariscal,http://ufcstats.com/fighter-details/e0c6edcb5b5d0b90,Machine Gun,18,6,0 (1 NC),"5' 7""",145 lbs.,"69""",Orthodox,"Oct 27, 1992",4.95,56%,3.07,51%,2.85,39%,73%,0.2
Ronny,Markes,http://ufcstats.com/fighter-details/bd21a1e3d41c97ee,,17,5,0,"6' 1""",185 lbs.,"75""",Orthodox,"Apr 21, 1988",2.17,53%,2.43,45%,3.13,40%,100%,0.5
Rory,Markham,http://ufcstats.com/fighter-details/23a16ebe733e3041,,17,6,0,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 25, 1982",1.98,21%,10.27,45%,0.00,0%,0%,0.0
Randa,Markos,http://ufcstats.com/fighter-details/4a57ebb14315b251,Quiet Storm,11,12,1,"5' 4""",115 lbs.,"63""",Orthodox,"Aug 10, 1985",2.97,43%,3.10,58%,1.12,28%,52%,0.2
Christina,Marks,http://ufcstats.com/fighter-details/c7be22a47a58365a,,8,9,0,"5' 7""",125 lbs.,"69""",Orthodox,"Nov 08, 1985",5.00,58%,3.00,64%,7.50,100%,0%,0.0
Brendon,Marotte,http://ufcstats.com/fighter-details/d7fe8c6b7d2872e5,The Kid,8,3,0,"5' 9""",145 lbs.,"70""",Orthodox,"Jan 12, 1996",0.41,50%,5.70,28%,0.00,0%,0%,0.0
Nate,Marquardt,http://ufcstats.com/fighter-details/a8e6a69796280f17,The Great,35,19,2,"6' 0""",185 lbs.,"74""",Orthodox,"Apr 20, 1979",2.71,49%,2.32,55%,1.87,51%,70%,0.8
Danilo,Marques,http://ufcstats.com/fighter-details/687c15b2eddfaa63,,11,4,0,"6' 6""",205 lbs.,"77""",Orthodox,"Dec 26, 1985",1.44,79%,2.52,52%,3.93,28%,0%,0.8
Julian,Marquez,http://ufcstats.com/fighter-details/d0e1b42d41dab603,The Cuban Missile Crisis,9,6,0,"6' 2""",185 lbs.,"72""",Orthodox,"May 08, 1990",5.06,45%,5.35,50%,0.00,0%,54%,2.6
Carmelo,Marrero,http://ufcstats.com/fighter-details/aa03a3ca00ac6827,The Fury,16,6,0 (1 NC),"6' 0""",205 lbs.,"73""",Orthodox,"Jan 26, 1981",0.84,34%,2.04,54%,3.21,36%,36%,0.9
Cesar,Marscucci,http://ufcstats.com/fighter-details/e8efeb9cf33b1941,,3,2,0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
John,Marsh,http://ufcstats.com/fighter-details/b6b12014698cc345,,8,7,0,"6' 0""",265 lbs.,--,Orthodox,"Sep 15, 1970",0.83,42%,2.23,40%,0.43,100%,54%,0.4
CJ,Marsh,http://ufcstats.com/fighter-details/4c91eb190d5e0dd9,,5,7,0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Eliot,Marshall,http://ufcstats.com/fighter-details/a08d909a5be6f410,Fire,10,4,0,"6' 2""",205 lbs.,"77""",Orthodox,"Jul 07, 1980",1.93,27%,2.39,67%,0.47,33%,79%,0.9
Doug,Marshall,http://ufcstats.com/fighter-details/0c1773639c795466,The Rhino,18,8,0,"5' 10""",205 lbs.,--,Orthodox,"Sep 09, 1975",6.99,46%,4.02,60%,0.00,0%,66%,2.4
David,Marshall,http://ufcstats.com/fighter-details/0a2813f89a758ff7,,8,4,0,"6' 2""",170 lbs.,--,,"Aug 24, 1984",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Francis,Marshall,http://ufcstats.com/fighter-details/5d495dec23d7c68e,Fire,8,3,0,"5' 9""",145 lbs.,"72""",Orthodox,"Mar 03, 1999",3.46,33%,4.10,54%,2.75,44%,66%,0.4
Jack,Marshman,http://ufcstats.com/fighter-details/045f25b3a4c08e81,The Hammer,23,10,0,"6' 0""",185 lbs.,"73""",Orthodox,"Dec 19, 1989",2.74,25%,4.19,56%,0.00,0%,20%,0.0
Terry,Martin,http://ufcstats.com/fighter-details/6a92caba39b64752,,23,11,0,"5' 8""",185 lbs.,"71""",Orthodox,"Oct 10, 1980",2.82,43%,3.13,54%,3.10,42%,92%,0.0
Eric,Martin,http://ufcstats.com/fighter-details/abbc4fc02e0d84b3,,0,1,0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Justin,Martin,http://ufcstats.com/fighter-details/3da19339ee7051d5,,4,3,0,"6' 0""",185 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Dave,Martin,http://ufcstats.com/fighter-details/92c96df8bdab5fea,,0,2,0,"6' 0""",205 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Joe,Martin,http://ufcstats.com/fighter-details/325550dab63fb25a,,6,8,0,"5' 9""",170 lbs.,--,,--,0.73,40%,2.40,45%,0.00,0%,16%,0.0
Anthony Rocco,Martin,http://ufcstats.com/fighter-details/5331b25a60417ffb,,17,6,0,"6' 0""",170 lbs.,"73""",Orthodox,"Dec 11, 1989",2.68,37%,2.59,58%,0.71,27%,68%,1.0
Mallory,Martin,http://ufcstats.com/fighter-details/19b7738321cfae42,,7,5,0,"5' 4""",115 lbs.,"63""",Orthodox,"Jan 29, 1994",4.42,48%,6.64,55%,2.28,43%,25%,0.3
Michal,Martinek,http://ufcstats.com/fighter-details/9acf42aebe9bb895,,7,1,0,"6' 2""",230 lbs.,--,Southpaw,"Apr 19, 1990",2.45,53%,4.29,51%,0.00,0%,0%,0.0
Rainy,Martinez,http://ufcstats.com/fighter-details/577ec7e108b94be3,,0,2,0,"6' 0""",199 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Danny,Martinez,http://ufcstats.com/fighter-details/8a9c6c4301f6d088,The Gremlin,21,8,0,"5' 6""",125 lbs.,"67""",Orthodox,"Jun 14, 1985",2.73,28%,3.77,63%,3.00,45%,36%,0.0
Alonzo,Martinez,http://ufcstats.com/fighter-details/feffee4fc6da3aa3,Zo Diddy,42,20,1,"5' 10""",155 lbs.,--,,"Apr 22, 1984",3.07,27%,7.33,52%,0.00,0%,0%,0.0
Henry,Martinez,http://ufcstats.com/fighter-details/76729a829623e266,Sicario,9,4,0,"5' 7""",155 lbs.,"69""",Southpaw,"Aug 07, 1983",2.79,25%,4.01,60%,0.00,0%,80%,0.0
Jonathan,Martinez,http://ufcstats.com/fighter-details/f2477cf43c4975cc,Dragon,19,6,0,"5' 8""",135 lbs.,"70""",Southpaw,"Apr 20, 1994",4.44,49%,4.09,56%,0.38,35%,68%,0.1
Poppies,Martinez,http://ufcstats.com/fighter-details/8851bb0418d27d28,The Tachi Kid,29,11,0,"5' 9""",145 lbs.,--,,"Aug 19, 1983",2.88,50%,2.16,51%,1.54,33%,50%,9.2
Andrew,Martinez,http://ufcstats.com/fighter-details/f8c2aba4815876b5,Mickey D,9,6,0,"5' 9""",215 lbs.,--,,--,3.40,31%,2.30,47%,1.50,50%,0%,0.0
Mana,Martinez,http://ufcstats.com/fighter-details/c0386644627a7ee5,ManaBoi,10,4,0,"5' 10""",135 lbs.,"70""",Orthodox,"Mar 25, 1996",4.33,48%,4.94,50%,0.72,42%,25%,0.5
Victor,Martinez,http://ufcstats.com/fighter-details/3e708ce33b6b18e6,The Brick,13,6,0,"5' 8""",155 lbs.,"70""",Orthodox,"Jul 17, 1991",7.94,51%,7.66,53%,0.70,33%,80%,0.0
Roque,Martinez,http://ufcstats.com/fighter-details/2c5a0b8317f8f27a,,15,8,2,"5' 10""",250 lbs.,"72""",Orthodox,"Mar 04, 1986",3.28,53%,4.90,56%,0.38,50%,53%,0.4
Melissa,Martinez,http://ufcstats.com/fighter-details/3f4c3bc822bea45d,Super Mely,8,1,0,"5' 2""",115 lbs.,"66""",Southpaw,"Aug 18, 1997",3.90,52%,4.33,55%,0.50,50%,25%,0.0
Julieta,Martinez,http://ufcstats.com/fighter-details/f77afa72da84c9a8,The Ninja Ferret,8,0,0,"5' 1""",115 lbs.,"62""",Orthodox,"Sep 14, 2004",2.53,44%,3.60,41%,5.00,45%,100%,0.0
David,Martinez,http://ufcstats.com/fighter-details/9a97acbfd5a08bfa,Black Spartan,12,1,0,"5' 5""",135 lbs.,"67""",Orthodox,"Aug 03, 1998",5.40,52%,2.70,67%,0.00,0%,100%,0.0
Wagner da Conceicao,Martins,http://ufcstats.com/fighter-details/563d051c9e769b24,Zuluzinho,9,8,0 (1 NC),"6' 7""",390 lbs.,--,Orthodox,"May 19, 1978",1.91,37%,5.43,42%,2.20,100%,100%,0.0
Adriano,Martins,http://ufcstats.com/fighter-details/7dcf06c1967801c1,,28,9,0,"5' 10""",155 lbs.,"72""",Southpaw,"Dec 16, 1982",1.80,38%,2.14,65%,0.83,80%,81%,0.4
Lucas,Martins,http://ufcstats.com/fighter-details/7413b80dbb0f8f9f,Mineiro,19,3,0,"6' 0""",145 lbs.,"72""",Southpaw,"Nov 11, 1988",2.87,35%,4.14,60%,0.00,0%,76%,0.5
Max,Martyniouk,http://ufcstats.com/fighter-details/69d3fa376ff2595e,Payne,1,1,0,--,155 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Bristol,Marunde,http://ufcstats.com/fighter-details/a17322f99ddfd8e9,,16,10,0,"6' 1""",170 lbs.,"75""",Orthodox,"Apr 20, 1982",1.42,21%,4.40,47%,1.60,33%,14%,0.0
Shoji,Maruyama,http://ufcstats.com/fighter-details/c046100aea0dba9a,,12,9,1,"5' 7""",139 lbs.,--,Orthodox,"Apr 24, 1983",1.40,63%,0.27,55%,0.00,0%,54%,0.0
