First Name,Last Name,Link,Nick Name,Wins,Losses,Draws,Height,Weight,Reach,STANCE,DOB,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
Ryuta,Sakurai,http://ufcstats.com/fighter-details/ff9578cdbfabd323,,24,24,6,"5' 7""",183 lbs.,--,Orthodox,--,1.80,48%,3.44,58%,0.52,100%,36%,1.6
Justin,Salas,http://ufcstats.com/fighter-details/9b198c73e3d0d289,J-Bomb,12,7,0,"5' 8""",155 lbs.,"70""",Southpaw,"Mar 13, 1982",3.42,43%,2.96,68%,2.43,20%,0%,0.0
Ivan,Salaverry,http://ufcstats.com/fighter-details/394f55ebca199124,,14,9,0,"6' 0""",185 lbs.,--,Orthodox,"Jan 11, 1971",3.01,47%,1.19,76%,0.49,18%,36%,2.5
Roman,Salazar,http://ufcstats.com/fighter-details/72c4b253d2f5ebf2,El Gallito,10,6,0 (1 NC),"5' 7""",135 lbs.,--,Orthodox,"Feb 21, 1988",1.95,39%,2.89,57%,1.77,18%,50%,0.0
Luis,Saldana,http://ufcstats.com/fighter-details/12e0fdc606f7e274,,16,7,1,"5' 11""",145 lbs.,"73""",Orthodox,"Jan 27, 1991",5.16,50%,3.65,60%,0.64,17%,44%,0.2
John,Salgado,http://ufcstats.com/fighter-details/3e36811b7bc1f6ad,Greco,4,8,1,"5' 10""",170 lbs.,--,,--,0.99,50%,1.86,40%,0.00,0%,50%,0.0
Muslim,Salikhov,http://ufcstats.com/fighter-details/447f9858ae78f921,King of Kung Fu,21,5,0,"5' 11""",170 lbs.,"70""",Orthodox,"Jun 09, 1984",3.38,49%,2.90,62%,1.08,32%,72%,0.0
Gabriel,Salinas-Jones,http://ufcstats.com/fighter-details/74d5f71eeb0c66c7,,5,2,1,"6' 1""",245 lbs.,--,,"Nov 20, 1984",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Brandon,Saling,http://ufcstats.com/fighter-details/a049aa06508b9c7b,White Steel,8,6,0,"5' 10""",170 lbs.,--,,"Jan 28, 1986",2.88,40%,6.08,20%,0.00,0%,57%,0.0
Quillan,Salkilld,http://ufcstats.com/fighter-details/17734443a833cdf7,,8,1,0,"6' 0""",155 lbs.,"75""",Orthodox,"Dec 28, 1999",5.68,56%,4.18,43%,8.81,40%,100%,1.0
Sean,Salmon,http://ufcstats.com/fighter-details/7c0847d3854a95f2,,18,21,0,"5' 10""",185 lbs.,--,Southpaw,"Sep 11, 1977",1.49,33%,2.03,65%,4.06,50%,0%,0.0
Boston,Salmon,http://ufcstats.com/fighter-details/98e946879ba20c0f,Boom Boom,6,3,0,"5' 9""",135 lbs.,"69""",Southpaw,"Nov 20, 1990",4.13,37%,7.75,59%,0.00,0%,100%,0.0
John,Salter,http://ufcstats.com/fighter-details/010986ee359fb863,,14,3,0,"6' 1""",185 lbs.,"74""",Southpaw,"Mar 21, 1985",1.68,32%,1.68,68%,2.85,46%,66%,0.5
Vinicius,Salvador,http://ufcstats.com/fighter-details/65cdf4ec31143d86,,14,7,0,"5' 7""",135 lbs.,"70""",Southpaw,"Jul 24, 1996",5.48,43%,6.50,48%,0.36,11%,86%,0.0
Dylan,Salvador,http://ufcstats.com/fighter-details/a7a3fb5f6c67b122,,5,2,0,"5' 9""",155 lbs.,"69""",Southpaw,"May 20, 1993",4.34,37%,11.57,46%,0.00,0%,0%,0.0
Josh,Samman,http://ufcstats.com/fighter-details/9deff9e3e8d94d47,Anqa,13,4,0,"6' 3""",185 lbs.,"79""",Orthodox,"Mar 14, 1988",2.08,52%,2.47,34%,1.09,33%,33%,0.4
Johnny,Sampaio,http://ufcstats.com/fighter-details/b23388ff8ac6637b,,3,1,0,"5' 8""",170 lbs.,--,Orthodox,"Sep 11, 1975",1.32,40%,2.64,50%,9.89,50%,0%,9.9
Josh,Sampo,http://ufcstats.com/fighter-details/f65dcb22dada2223,The Gremlin,11,5,0,"5' 4""",125 lbs.,"64""",Orthodox,"Jul 24, 1984",1.99,36%,2.96,55%,1.06,33%,40%,2.1
Josh,San Diego,http://ufcstats.com/fighter-details/983e281d257c24dc,JSD,8,3,0,"5' 10""",135 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Diego,Sanchez,http://ufcstats.com/fighter-details/82e7929bf6c2b689,Nightmare,31,13,0,"5' 10""",170 lbs.,"72""",Southpaw,"Dec 31, 1981",2.69,37%,3.02,56%,1.51,24%,46%,0.8
Eddie,Sanchez,http://ufcstats.com/fighter-details/7f0b4a75ef3039a3,The Manic Hispanic,15,8,0,"6' 2""",230 lbs.,"74""",Orthodox,"Nov 04, 1982",3.45,43%,3.30,43%,1.13,26%,42%,0.0
Julian,Sanchez,http://ufcstats.com/fighter-details/c6da1c24fe473418,,0,1,0,"6' 3""",300 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Bobby,Sanchez,http://ufcstats.com/fighter-details/6a0047ac8c99fece,The Kid,10,35,0,"5' 7""",155 lbs.,--,Orthodox,--,0.00,0%,0.00,100%,0.00,0%,100%,0.0
Donald,Sanchez,http://ufcstats.com/fighter-details/bb140b121283acbb,,31,17,0,"5' 10""",145 lbs.,--,,"Aug 18, 1984",0.58,50%,1.16,55%,0.00,0%,50%,0.0
Joby,Sanchez,http://ufcstats.com/fighter-details/b12fc8a41e82d3a2,,11,4,0,"5' 6""",135 lbs.,"68""",Orthodox,"Jun 24, 1991",3.22,36%,2.82,63%,0.95,71%,51%,0.4
Emmanuel,Sanchez,http://ufcstats.com/fighter-details/243a336eaa2d2eb4,El Matador,15,3,0,"5' 9""",145 lbs.,"71""",,"Aug 11, 1990",4.45,35%,4.17,55%,0.25,6%,16%,0.5
Erick,Sanchez,http://ufcstats.com/fighter-details/ef3663798164adf0,,8,3,0,"5' 10""",145 lbs.,--,,"Oct 04, 1990",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Andrew,Sanchez,http://ufcstats.com/fighter-details/fccf811c1e8b01c7,El Dirte,13,7,0,"6' 1""",185 lbs.,"74""",Orthodox,"Apr 08, 1988",4.30,43%,5.10,50%,2.55,36%,100%,0.0
Robert,Sanchez,http://ufcstats.com/fighter-details/546f8599a63c29da,Littlefury,8,2,0,"5' 6""",125 lbs.,"66""",Orthodox,"Mar 05, 1986",0.96,40%,1.78,46%,3.61,62%,50%,0.7
Jesse,Sanders,http://ufcstats.com/fighter-details/59aaf2730b84698a,,23,7,0,"6' 0""",170 lbs.,--,Orthodox,--,0.00,0%,6.45,35%,0.00,0%,50%,0.0
Luke,Sanders,http://ufcstats.com/fighter-details/96428b9e9bd048ea,Cool Hand,13,5,0,"5' 6""",135 lbs.,"67""",Southpaw,"Dec 12, 1985",6.61,52%,4.37,50%,0.71,30%,72%,0.2
Jerrod,Sanders,http://ufcstats.com/fighter-details/12f1b140e248bdb9,J-Reazie,16,3,0 (1 NC),"5' 8""",135 lbs.,"72""",Orthodox,"Oct 01, 1979",0.88,64%,1.14,46%,2.20,33%,50%,1.6
Cory,Sandhagen,http://ufcstats.com/fighter-details/65f09bacd3957381,,18,5,0,"5' 11""",135 lbs.,"70""",Switch,"Apr 20, 1992",5.06,45%,3.34,56%,1.28,34%,63%,0.3
Hugo,Sandoval,http://ufcstats.com/fighter-details/9d51bcc281aa0514,,2,3,0,--,135 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Raul,Sandoval,http://ufcstats.com/fighter-details/f9ad10f6a49e5452,,3,3,0,--,130 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Joseph,Sandoval,http://ufcstats.com/fighter-details/696002b59f09d73b,,7,7,0,"5' 7""",135 lbs.,--,Southpaw,"May 11, 1986",1.82,42%,12.12,60%,0.00,0%,0%,0.0
Hector,Sandoval,http://ufcstats.com/fighter-details/449c890bd90f3374,Kid Alex,14,4,0,"5' 2""",125 lbs.,"64""",Orthodox,"Jul 19, 1986",3.31,52%,2.33,65%,3.49,25%,71%,1.4
Chris,Sanford,http://ufcstats.com/fighter-details/29f935654825331b,,5,1,0,"5' 11""",185 lbs.,--,Orthodox,"Mar 12, 1968",0.23,50%,3.22,17%,0.00,0%,0%,3.5
Roldan,Sangcha'an,http://ufcstats.com/fighter-details/57887765f831e228,The Executioner,4,2,0,"5' 4""",125 lbs.,--,Orthodox,"Dec 04, 1990",2.71,46%,2.15,51%,1.94,60%,68%,0.0
Yuhi,Sano,http://ufcstats.com/fighter-details/4c12aa7ca246e7a4,,0,4,0,"5' 11""",243 lbs.,--,Orthodox,"Feb 02, 1965",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Martin,Sano,http://ufcstats.com/fighter-details/16a64f93f6678b7b,Spartan,4,3,1,"5' 11""",170 lbs.,"75""",Orthodox,"May 30, 1991",4.00,33%,12.00,40%,0.00,0%,0%,0.0
Jonathan,Santa Maria,http://ufcstats.com/fighter-details/3143e5daff9e5b71,,3,4,0,"5' 9""",125 lbs.,--,,--,3.60,51%,2.53,74%,0.00,0%,80%,0.0
Duda,Santana,http://ufcstats.com/fighter-details/d6ead04919a894b1,Cowboyzinha,3,1,0,"5' 7""",145 lbs.,"73""",Orthodox,"Jan 10, 1996",6.01,39%,2.72,73%,6.44,60%,0%,0.0
Shaheen,Santana,http://ufcstats.com/fighter-details/19809d475ed832d5,Shazam,6,1,0,"6' 1""",155 lbs.,"75""",Orthodox,"Jun 04, 1991",0.82,42%,1.65,40%,0.00,0%,0%,2.8
Neemias,Santana,http://ufcstats.com/fighter-details/86989ee8fe97884d,,7,2,1,--,185 lbs.,--,,"Oct 05, 1997",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Sean,Santella,http://ufcstats.com/fighter-details/39792c2f42c9f527,Shorty Rock,17,6,1 (1 NC),"5' 5""",125 lbs.,--,,"Oct 25, 1984",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jorge,Santiago,http://ufcstats.com/fighter-details/f8dc544e7077d014,The Sandman,25,12,0,"6' 1""",170 lbs.,"75""",Orthodox,"Oct 09, 1980",1.69,35%,2.62,56%,0.58,30%,52%,0.8
Mike,Santiago,http://ufcstats.com/fighter-details/bc656db347f31e19,,19,12,0,"5' 10""",145 lbs.,"69""",Orthodox,"Jul 28, 1989",3.44,49%,3.58,36%,2.66,50%,53%,1.1
Will,Santiago,http://ufcstats.com/fighter-details/4920292f5d9b76df,The Brown Bomber,9,5,0,"5' 7""",185 lbs.,--,Orthodox,"Feb 08, 1983",1.47,39%,5.53,56%,1.00,50%,100%,0.0
Richie,Santiago,http://ufcstats.com/fighter-details/9f95d6b5b459cc6b,The Milford Mauler,7,2,0,"5' 7""",135 lbs.,"67""",Southpaw,"Oct 10, 1992",3.87,49%,4.87,42%,0.00,0%,25%,0.0
Jose,Santibanez,http://ufcstats.com/fighter-details/8299206ccebc44a7,,10,3,0,--,155 lbs.,--,,"Jan 18, 1980",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Art,Santore,http://ufcstats.com/fighter-details/012fc7cd0779c09a,Pachuco,18,8,0,"6' 2""",185 lbs.,--,,"Oct 26, 1972",1.40,12%,7.31,52%,0.00,0%,100%,0.0
Adriano,Santos,http://ufcstats.com/fighter-details/c6e6926a81adcd00,,0,1,0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Paulo,Santos,http://ufcstats.com/fighter-details/7ca4c3f8aa8bacae,,0,3,0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Evangelista,Santos,http://ufcstats.com/fighter-details/99bf06f20491cb54,Cyborg,21,18,0,"5' 10""",170 lbs.,"76""",Orthodox,"Dec 12, 1977",3.94,36%,6.01,49%,0.78,100%,50%,0.4
Luis,Santos,http://ufcstats.com/fighter-details/7701377be464d2ef,,63,10,1 (1 NC),"6' 1""",170 lbs.,--,Southpaw,--,4.40,57%,4.00,64%,0.00,0%,0%,0.0
Iliarde,Santos,http://ufcstats.com/fighter-details/14aa21bc82cac57d,,30,13,1 (1 NC),"5' 5""",125 lbs.,"67""",Orthodox,"Sep 25, 1980",3.00,30%,6.10,57%,1.66,23%,83%,0.0
Leonardo,Santos,http://ufcstats.com/fighter-details/9c65736747ca92ec,,18,7,1,"6' 0""",155 lbs.,"75""",Orthodox,"Feb 05, 1980",2.82,46%,3.40,54%,0.88,25%,86%,0.2
Thiago,Santos,http://ufcstats.com/fighter-details/dea070ed4a2a8281,Marreta,22,11,0,"6' 2""",205 lbs.,"76""",Orthodox,"Jan 07, 1984",3.72,48%,2.57,53%,0.88,33%,65%,0.1
Bruno,Santos,http://ufcstats.com/fighter-details/da1d8d76404bb6b5,Carioca,15,2,0,"5' 9""",185 lbs.,--,Orthodox,"Jul 17, 1987",1.18,46%,2.27,56%,3.00,37%,66%,0.3
Andre,Santos,http://ufcstats.com/fighter-details/5b5b78116d1fc3eb,Chatuba,38,10,0,"6' 0""",170 lbs.,--,,--,2.77,34%,4.17,41%,2.50,29%,75%,0.0
Gleristone,Santos,http://ufcstats.com/fighter-details/d12ee718fb35c35c,Toninho Furia,33,7,0,"5' 9""",145 lbs.,--,,"Aug 20, 1988",3.40,31%,4.40,64%,0.00,0%,75%,0.0
Yana,Santos,http://ufcstats.com/fighter-details/3143bf892608139a,,16,8,0 (1 NC),"5' 6""",135 lbs.,"68""",Orthodox,"Nov 11, 1989",4.42,58%,3.07,52%,0.87,50%,53%,0.1
Taila,Santos,http://ufcstats.com/fighter-details/f7467152fd9f18a2,,19,3,0,"5' 6""",125 lbs.,"68""",Orthodox,"Jun 22, 1993",3.39,48%,2.64,58%,2.00,76%,86%,1.1
Marilia,Santos,http://ufcstats.com/fighter-details/4cb79988b2a9bd07,Chocolate,10,3,0,"5' 4""",125 lbs.,--,Orthodox,"Dec 12, 1992",4.40,54%,4.07,53%,1.00,100%,66%,1.0
Edivan,Santos,http://ufcstats.com/fighter-details/78719f6663ad9160,Pe De Sapo,12,3,1 (1 NC),"6' 4""",248 lbs.,"78""",Orthodox,"May 03, 1992",1.55,48%,7.09,26%,0.00,0%,25%,0.0
Daniel,Santos,http://ufcstats.com/fighter-details/b67d6bacc68d4c92,Willycat,13,2,0,"5' 7""",145 lbs.,"67""",Orthodox,"Mar 12, 1995",4.74,40%,4.96,51%,3.03,39%,73%,0.0
Gabriel,Santos,http://ufcstats.com/fighter-details/f2f140ce7532e327,Mosquitinho,12,2,0,"5' 9""",145 lbs.,"70""",Orthodox,"Nov 28, 1996",4.35,60%,4.31,45%,3.80,54%,87%,1.2
Luana,Santos,http://ufcstats.com/fighter-details/5078e1dacf9d25f4,,9,2,0,"5' 6""",135 lbs.,"67""",Orthodox,"Apr 16, 2000",3.69,52%,3.40,62%,1.91,50%,83%,1.3
Djorden,Santos,http://ufcstats.com/fighter-details/312f7d7b2b2f7de4,Shakur,10,2,0,"6' 0""",185 lbs.,"75""",Orthodox,"Aug 01, 1997",7.20,43%,5.87,49%,1.00,40%,86%,0.0
Mairon,Santos,http://ufcstats.com/fighter-details/480779d7f9a424d3,The Legend,17,1,0,"5' 7""",155 lbs.,"72""",Orthodox,"Jun 10, 2000",3.53,46%,2.38,66%,0.00,0%,50%,0.0
Nick,Sanzo,http://ufcstats.com/fighter-details/1d147d4163a6989b,,1,1,0,"5' 9""",190 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Bob,Sapp,http://ufcstats.com/fighter-details/9f3d6ddef3d3cccc,The Beast,11,20,0,"6' 5""",350 lbs.,--,Orthodox,"Sep 22, 1974",3.19,55%,1.88,49%,0.58,100%,72%,0.0
Daniel,Sarafian,http://ufcstats.com/fighter-details/7e47047d0971d566,,10,6,0,"5' 9""",185 lbs.,"73""",Orthodox,"Aug 21, 1982",2.23,46%,3.10,58%,0.36,7%,53%,0.7
Jeka,Saragih,http://ufcstats.com/fighter-details/57186c150c645200,,14,4,0,"5' 8""",145 lbs.,"69""",Orthodox,"Jan 01, 1995",2.73,50%,2.65,41%,2.21,80%,66%,0.6
Diego,Saraiva,http://ufcstats.com/fighter-details/4f4dac51adc1af4f,The Octopus,22,20,1,"5' 6""",155 lbs.,--,Orthodox,"Apr 23, 1982",1.64,32%,3.58,62%,1.33,40%,0%,0.7
Harris,Sarmiento,http://ufcstats.com/fighter-details/026b4f7049085842,The Hitman,36,26,0,"5' 9""",155 lbs.,--,Orthodox,"Sep 09, 1983",0.84,25%,3.46,36%,2.36,60%,57%,0.0
Alexander,Sarnavskiy,http://ufcstats.com/fighter-details/2097b1a5ff47dfb0,Tiger,35,6,0,"5' 11""",155 lbs.,--,,"Jan 17, 1989",1.43,66%,2.06,42%,0.00,0%,75%,0.0
Yuki,Sasaki,http://ufcstats.com/fighter-details/e5c38954c006f15c,,25,22,2,"6' 2""",185 lbs.,--,Orthodox,"Sep 12, 1976",1.09,43%,1.20,57%,0.43,100%,66%,0.0
Kyosuke,Sasaki,http://ufcstats.com/fighter-details/23bd78c3f89bdb54,,3,7,4,"5' 7""",183 lbs.,--,Southpaw,--,0.33,45%,0.93,46%,0.00,0%,0%,0.0
Yuta,Sasaki,http://ufcstats.com/fighter-details/7c3c48cf54a2848e,Ulka,21,6,2,"5' 10""",125 lbs.,"71""",Southpaw,"Oct 07, 1989",2.16,41%,2.50,50%,3.03,43%,41%,1.2
Paul,Sass,http://ufcstats.com/fighter-details/7b143a54451263d9,,14,2,0,"6' 0""",155 lbs.,"73""",Orthodox,"Aug 04, 1988",0.53,26%,1.90,51%,0.53,16%,33%,7.4
Keisuke,Sasu,http://ufcstats.com/fighter-details/b7bcf6dfbbb7c16c,Sasuke,11,3,1,"5' 5""",145 lbs.,"69""",Switch,"Sep 30, 1994",2.76,49%,2.42,48%,3.76,40%,61%,1.9
Masaaki,Satake,http://ufcstats.com/fighter-details/f4a031ac205ac580,,1,8,1,"6' 1""",220 lbs.,--,Orthodox,"Aug 17, 1965",1.40,35%,3.76,41%,0.00,0%,58%,0.0
Takenori,Sato,http://ufcstats.com/fighter-details/276c60b14b571dd4,,19,11,7 (1 NC),"5' 10""",170 lbs.,--,Southpaw,"Jun 08, 1985",0.46,33%,12.92,9%,0.00,0%,0%,0.0
Takashi,Sato,http://ufcstats.com/fighter-details/8abac218746e04ca,Ten,16,7,0,"5' 10""",170 lbs.,"73""",Southpaw,"Jun 09, 1990",2.21,41%,3.73,44%,0.76,37%,60%,0.0
Shogo,Sato,http://ufcstats.com/fighter-details/c982b98d33825763,Tora,5,1,0 (1 NC),"5' 5""",170 lbs.,"66""",Southpaw,"Jun 08, 1993",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Uran,Satybaldiev,http://ufcstats.com/fighter-details/02f484417a6fa69d,Gorilla,9,1,0,"6' 4""",223 lbs.,"79""",Orthodox,"Aug 10, 1994",2.40,25%,3.87,45%,0.00,0%,100%,0.0
Jeimeson,Saudino,http://ufcstats.com/fighter-details/f6f9d41669dd3eaa,The Minion,8,5,0,"5' 6""",135 lbs.,--,,"Mar 05, 1991",0.66,30%,0.82,84%,2.47,50%,0%,2.5
Tom,Sauer,http://ufcstats.com/fighter-details/36ab6af06e312b41,,25,12,0,"6' 1""",263 lbs.,--,,"Nov 11, 1970",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Townsend,Saunders,http://ufcstats.com/fighter-details/20bd6c3e03c46ee6,,0,2,0,"5' 5""",170 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ben,Saunders,http://ufcstats.com/fighter-details/484acc7b0f856ce9,Killa B,22,13,2,"6' 2""",170 lbs.,"77""",Orthodox,"Apr 13, 1983",3.23,50%,3.58,51%,0.20,40%,66%,1.3
Chad W.,Saunders,http://ufcstats.com/fighter-details/4fe9492959834bf7,,7,2,0,"5' 10""",170 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Chris,Saunders,http://ufcstats.com/fighter-details/b35a159f525764eb,The So Cal Kid,16,8,0,"5' 8""",155 lbs.,--,,"Mar 11, 1986",1.48,22%,2.96,75%,3.70,100%,0%,0.0
Christien,Savoie,http://ufcstats.com/fighter-details/67f0d1b1b0b39bec,The Tiger,10,2,1,"5' 11""",170 lbs.,"72""",Orthodox,"Aug 29, 1992",1.39,45%,6.95,23%,0.00,0%,12%,0.0
Lumumba,Sayers,http://ufcstats.com/fighter-details/402ea3b5ee233852,,6,5,0,"6' 0""",185 lbs.,--,,"Jun 30, 1978",2.54,41%,2.37,48%,7.63,75%,0%,2.5
Matt,Sayles,http://ufcstats.com/fighter-details/5b8ba8f5512893b1,,8,4,0,"5' 7""",155 lbs.,"68""",Orthodox,"Feb 21, 1994",4.83,41%,2.81,61%,0.36,16%,81%,0.7
Brandon,Sayles,http://ufcstats.com/fighter-details/72b7c071910990b1,Man of War,5,1,0,"6' 5""",265 lbs.,--,,"Apr 23, 1981",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Mikheil,Sazhiniani,http://ufcstats.com/fighter-details/22a1f83edb865aee,Spartan,13,3,0,"6' 0""",205 lbs.,"71""",Orthodox,"Oct 05, 1996",2.27,28%,3.03,52%,0.00,0%,100%,0.0
Mark,Scanlon,http://ufcstats.com/fighter-details/771b60ff889661c8,,9,2,0,"5' 9""",170 lbs.,--,Orthodox,--,2.20,35%,3.33,48%,3.00,75%,25%,2.0
Eric,Schafer,http://ufcstats.com/fighter-details/f59f1d3a2ff13edd,Red,14,8,2,"6' 3""",185 lbs.,"76""",Orthodox,"Sep 20, 1977",1.89,34%,3.38,56%,1.81,36%,50%,1.8
Kerry,Schall,http://ufcstats.com/fighter-details/030f08370fd1c2bb,Meat Truck,24,13,0 (1 NC),"6' 2""",265 lbs.,--,Orthodox,"Aug 09, 1971",0.94,11%,4.84,63%,0.00,0%,0%,0.0
Eric,Schambari,http://ufcstats.com/fighter-details/66e981516e2476d1,,15,6,0,"5' 11""",185 lbs.,--,Orthodox,"Apr 22, 1978",1.43,42%,1.07,54%,3.00,42%,0%,1.0
