Fighter,W/L,Opponent,Knockdowns,Strikes,Takedowns,SubmissionAttempts,Event,Method,Round,Date
Shamil Abdurakhimov,win,Chase Sherman,1,6,0,0,"UFC Fight Night: Bisping vs. Gastelum                                   Nov. 25, 2017",KO/TKO,1,1:24
Shamil Abdurakhimov,loss,Derrick Lewis,0,15,4,1,"UFC Fight Night: Lewis vs. Abdurakhimov                                   Dec. 09, 2016",KO/TKO,4,3:42
Shamil Abdurakhimov,win,Walt Harris,0,47,1,0,"UFC Fight Night: Lineker vs. Dodson                                   Oct. 01, 2016",S-DEC,3,5:00
Shamil Abdurakhimov,win,Anthony Hamilton,0,62,0,0,"UFC Fight Night: Cowboy vs Cowboy                                   Feb. 21, 2016",U-DEC,3,5:00
Shamil Abdurakhimov,loss,Timothy Johnson,0,9,0,0,"UFC Fight Night: Mendes vs Lamas                                   Apr. 04, 2015",KO/TKO,1,4:57
Hiroyuki Abe,draw,Naoki Matsushita,0,22,0,0,"PRIDE Bushido 12                                   Aug. 27, 2006",Other,2,5:00
Hiroyuki Abe,loss,Luiz Firmino,0,0,0,0,"PRIDE Bushido 4                                   Jul. 19, 2004",SUB,1,2:52
Daichi Abe,loss,Li Jingliang,0,45,0,0,"UFC Fight Night: Cowboy vs. Edwards                                   Jun. 23, 2018",U-DEC,3,5:00
Daichi Abe,loss,Luke Jumeau,0,63,0,0,"UFC 221: Romero vs. Rockhold                                   Feb. 10, 2018",U-DEC,3,5:00
Daichi Abe,win,Hyun Gyu Lim,1,63,1,0,"UFC Fight Night: Saint Preux vs. Okami                                   Sep. 22, 2017",U-DEC,3,5:00
Papy Abedi,loss,Dylan Andrews,0,19,3,3,"UFC Fight Night: Condit vs Kampmann 2                                   Aug. 28, 2013",KO/TKO,3,1:32
Papy Abedi,win,Besam Yousef,0,53,4,0,"UFC on FUEL TV: Mousasi vs Latifi                                   Apr. 06, 2013",S-DEC,3,5:00
Papy Abedi,loss,James Head,0,11,1,0,"UFC on FUEL TV: Gustafsson vs Silva                                   Apr. 14, 2012",SUB,1,4:33
Papy Abedi,loss,Thiago Alves,0,14,0,0,"UFC 138: Leben vs Munoz                                   Nov. 05, 2011",SUB,1,3:32
Ricardo Abreu,loss,Jake Collier,0,47,3,0,"UFC Fight Night: Boetsch vs Henderson                                   Jun. 06, 2015",S-DEC,3,5:00
Ricardo Abreu,win,Wagner Silva,2,33,0,1,"UFC Fight Night: Miocic vs Maldonado                                   May. 31, 2014",SUB,2,1:06
Klidson Abreu,nc,Jamahal Hill,0,5,0,0,"UFC Fight Night: Woodley vs. Burns                                   May. 30, 2020",Overturned,1,1:51
Klidson Abreu,loss,Shamil Gamzatov,0,32,1,0,"UFC Fight Night: Zabit vs. Kattar                                   Nov. 09, 2019",S-DEC,3,5:00
Klidson Abreu,win,Sam Alvey,0,36,1,0,"UFC Fight Night: Dos Anjos vs. Edwards                                   Jul. 20, 2019",U-DEC,3,5:00
Klidson Abreu,loss,Magomed Ankalaev,0,23,0,0,"UFC Fight Night: Blachowicz vs. Santos                                   Feb. 23, 2019",U-DEC,3,5:00
Daniel Acacio,loss,Rousimar Palhares,0,0,0,0,"Fury FC 5: Final Conflict                                   Dec. 06, 2007",SUB,1,1:22
Daniel Acacio,loss,Akihiro Gono,1,47,0,0,"PRIDE Bushido 9: The Tournament                                   Sep. 25, 2005",U-DEC,2,5:00
Daniel Acacio,win,Kazuo Misaki,0,66,1,0,"PRIDE Bushido 8                                   Jul. 17, 2005",U-DEC,2,5:00
Daniel Acacio,win,Daiju Takase,0,45,0,0,"PRIDE Bushido 6                                   Apr. 03, 2005",KO/TKO,2,3:34
John Adajar,loss,HanSeul Kim,0,18,0,0,"Road to UFC 1.4                                   Jun. 10, 2022",SUB,1,4:37
Scott Adams,win,Ian Freeman,0,0,1,4,"UFC 24: First Defense                                   Mar. 10, 2000",SUB,1,3:09
Juan Adams,loss,Justin Tafa,0,7,0,0,"UFC 247: Jones vs. Reyes                                   Feb. 08, 2020",KO/TKO,1,1:59
Juan Adams,loss,Greg Hardy,0,3,0,0,"UFC Fight Night: Dos Anjos vs. Edwards                                   Jul. 20, 2019",KO/TKO,1,0:45
Juan Adams,loss,Arjan Bhullar,0,81,0,0,"UFC Fight Night: Iaquinta vs. Cowboy                                   May. 04, 2019",U-DEC,3,5:00
Juan Adams,win,Chris de la Rocha,0,86,2,0,"UFC Fight Night: Lee vs. Iaquinta                                   Dec. 15, 2018",KO/TKO,3,0:58
Juan Adams,win,Shawn Teed,0,57,0,0,"DWCS 2.7                                   Jul. 31, 2018",KO/TKO,1,4:17
Anthony Adams,loss,Impa Kasanganay,0,44,0,0,"DWCS 4.2                                   Aug. 11, 2020",U-DEC,3,5:00
Anthony Adams,loss,Chibwikem Onyenegecha,0,51,0,0,"DWCS 2.5                                   Jul. 17, 2018",S-DEC,3,5:00
Zarrukh Adashev,loss,Ode Osbourne,0,7,0,0,"UFC Fight Night: Volkov vs. Rozenstruik                                   Jun. 04, 2022",KO/TKO,1,1:01
Zarrukh Adashev,win,Ryan Benoit,0,78,0,1,"UFC Fight Night: Hall vs. Strickland                                   Jul. 31, 2021",U-DEC,3,5:00
Zarrukh Adashev,loss,Sumudaerji,0,28,0,0,"UFC Fight Night: Chiesa vs. Magny                                   Jan. 20, 2021",U-DEC,3,5:00
Zarrukh Adashev,loss,Tyson Nam,0,2,0,0,"UFC Fight Night: Eye vs. Calvillo                                   Jun. 13, 2020",KO/TKO,1,0:32
Israel Adesanya,loss,Nassourdine Imavov,0,26,0,0,"UFC Fight Night: Adesanya vs. Imavov                                   Feb. 01, 2025",KO/TKO,2,0:30
Israel Adesanya,loss,Dricus Du Plessis,0,97,0,0,"UFC 305: Du Plessis vs. Adesanya                                    Aug. 17, 2024",SUB,4,3:38
Israel Adesanya,loss,Sean Strickland,0,94,0,0,"UFC 293: Adesanya vs. Strickland                                    Sep. 09, 2023",U-DEC,5,5:00
Israel Adesanya,win,Alex Pereira,1,41,0,0,"UFC 287: Pereira vs. Adesanya 2                                    Apr. 08, 2023",KO/TKO,2,4:21
Israel Adesanya,loss,Alex Pereira,0,86,1,0,"UFC 281: Adesanya vs. Pereira                                    Nov. 12, 2022",KO/TKO,5,2:01
Israel Adesanya,win,Jared Cannonier,0,116,0,0,"UFC 276: Adesanya vs. Cannonier                                    Jul. 02, 2022",U-DEC,5,5:00
Israel Adesanya,win,Robert Whittaker,1,79,0,0,"UFC 271: Adesanya vs. Whittaker 2                                    Feb. 12, 2022",U-DEC,5,5:00
Israel Adesanya,win,Marvin Vettori,0,96,0,0,"UFC 263: Adesanya vs. Vettori 2                                    Jun. 12, 2021",U-DEC,5,5:00
Israel Adesanya,loss,Jan Blachowicz,0,78,0,0,"UFC 259: Blachowicz vs. Adesanya                                    Mar. 06, 2021",U-DEC,5,5:00
Israel Adesanya,win,Paulo Costa,1,55,0,0,"UFC 253: Adesanya vs. Costa                                    Sep. 26, 2020",KO/TKO,2,3:59
Israel Adesanya,win,Yoel Romero,0,48,0,0,"UFC 248: Adesanya vs. Romero                                    Mar. 07, 2020",U-DEC,5,5:00
Israel Adesanya,win,Robert Whittaker,2,40,0,0,"UFC 243: Whittaker vs. Adesanya                                    Oct. 05, 2019",KO/TKO,2,3:33
Israel Adesanya,win,Kelvin Gastelum,4,109,0,2,"UFC 236: Holloway vs. Poirier 2                                    Apr. 13, 2019",U-DEC,5,5:00
Israel Adesanya,win,Anderson Silva,0,65,0,0,"UFC 234: Adesanya vs. Silva                                   Feb. 09, 2019",U-DEC,3,5:00
Israel Adesanya,win,Derek Brunson,3,13,0,0,"UFC 230: Cormier vs. Lewis                                   Nov. 03, 2018",KO/TKO,1,4:51
Israel Adesanya,win,Brad Tavares,0,119,0,1,"The Ultimate Fighter: Undefeated Finale                                   Jul. 06, 2018",U-DEC,5,5:00
Israel Adesanya,win,Marvin Vettori,0,57,0,0,"UFC Fight Night: Poirier vs. Gaethje                                   Apr. 14, 2018",S-DEC,3,5:00
Israel Adesanya,win,Rob Wilkinson,1,52,0,0,"UFC 221: Romero vs. Rockhold                                   Feb. 10, 2018",KO/TKO,2,3:37
Sam Adkins,loss,David Abbott,0,0,0,0,"UFC 11: The Proving Ground                                   Sep. 20, 1996",SUB,1,2:06
Sam Adkins,win,Felix Lee Mitchell,--,--,--,--,"UFC 10: The Tournament                                   Jul. 12, 1996",U-DEC,2,3:00
Sam Adkins,loss,Don Frye,0,0,0,0,"UFC 8: David vs Goliath                                   Feb. 16, 1996",KO/TKO,1,0:48
Sam Adkins,win,Keith Mielke,--,--,--,--,"UFC 8: David vs Goliath                                   Feb. 16, 1996",KO/TKO,1,0:50
Mohamed Ado,loss,Jonathan Micallef,0,5,1,1,"DWCS 8.10                                   Oct. 15, 2024",SUB,1,3:01
Nick Agallar,loss,Yves Edwards,0,5,0,0,"UFC 45: Revolution                                   Nov. 21, 2003",KO/TKO,2,2:14
Mariya Agapova,loss,Luana Santos,0,3,0,0,"UFC Fight Night: Namajunas vs. Cortez                                   Jul. 13, 2024",SUB,1,3:27
Mariya Agapova,loss,Gillian Robertson,0,39,0,1,"UFC Fight Night: Sandhagen vs. Song                                   Sep. 17, 2022",SUB,2,2:19
Mariya Agapova,loss,Maryna Moroz,0,16,0,0,"UFC 272: Covington vs. Masvidal                                   Mar. 05, 2022",SUB,2,3:27
Mariya Agapova,win,Sabina Mazo,1,93,0,1,"UFC Fight Night: Dern vs. Rodriguez                                   Oct. 09, 2021",SUB,3,0:53
Mariya Agapova,loss,Shana Dobson,0,22,2,0,"UFC Fight Night: Munhoz vs. Edgar                                   Aug. 22, 2020",KO/TKO,2,1:38
Mariya Agapova,win,Hannah Cifers,1,29,0,1,"UFC Fight Night: Eye vs. Calvillo                                   Jun. 13, 2020",SUB,1,2:42
Mariya Agapova,loss,Tracy Cortez,0,39,0,0,"DWCS 3.6                                   Jul. 30, 2019",U-DEC,3,5:00
Marcelo Aguiar,loss,Matt Hughes,0,2,0,0,"UFC 26: Ultimate Field Of Dreams                                   Jun. 09, 2000",KO/TKO,1,4:34
Edwin Aguilar,loss,Martin Kampmann,--,--,--,--,"WFA - King of the Streets                                   Jul. 22, 2006",KO/TKO,1,2:43
Jessica Aguilar,loss,Marina Rodriguez,0,50,0,1,"UFC Fight Night: Barboza vs. Gaethje                                   Mar. 30, 2019",U-DEC,3,5:00
Jessica Aguilar,loss,Zhang Weili,0,9,0,0,"UFC Fight Night: Blaydes vs. Ngannou 2                                   Nov. 24, 2018",SUB,1,3:41
Jessica Aguilar,win,Jodie Esquibel,0,128,0,0,"UFC Fight Night: Dos Santos vs. Ivanov                                   Jul. 14, 2018",U-DEC,3,5:00
Jessica Aguilar,loss,Cortney Casey,0,57,4,0,"UFC 211: Miocic vs. Dos Santos                                   May. 13, 2017",U-DEC,3,5:00
Jessica Aguilar,loss,Claudia Gadelha,0,70,0,0,"UFC 190: Rousey vs Correia                                   Aug. 01, 2015",U-DEC,3,5:00
Kevin Aguilar,loss,Tucker Lutz,0,81,0,0,"UFC 262: Oliveira vs. Chandler                                   May. 15, 2021",U-DEC,3,5:00
Kevin Aguilar,loss,Charles Rosa,0,53,0,0,"UFC Fight Night: Eye vs. Calvillo                                   Jun. 13, 2020",S-DEC,3,5:00
Kevin Aguilar,loss,Zubaira Tukhugov,0,9,0,0,"UFC Fight Night: Felder vs. Hooker                                   Feb. 22, 2020",KO/TKO,1,3:21
Kevin Aguilar,loss,Dan Ige,0,33,1,0,"UFC Fight Night: Moicano vs. The Korean Zombie                                   Jun. 22, 2019",U-DEC,3,5:00
Kevin Aguilar,win,Enrique Barzola,0,58,0,0,"UFC Fight Night: Barboza vs. Gaethje                                   Mar. 30, 2019",U-DEC,3,5:00
Kevin Aguilar,win,Ricky Glenn,1,86,0,0,"The Ultimate Fighter: Heavy Hitters Finale                                   Nov. 30, 2018",U-DEC,3,5:00
Kevin Aguilar,win,Joey Gomez,1,50,0,0,"DWCS 2.4                                   Jul. 10, 2018",S-DEC,3,5:00
Jesus Aguilar,loss,Rafael Estevam,0,35,2,2,"UFC Fight Night: Cannonier vs. Rodrigues                                   Feb. 15, 2025",U-DEC,3,5:00
Jesus Aguilar,win,Stewart Nicoll,0,3,0,1,"UFC 305: Du Plessis vs. Adesanya                                   Aug. 17, 2024",SUB,1,2:39
Jesus Aguilar,win,Mateus Mendonca,0,19,1,1,"UFC Fight Night: Moreno vs. Royval 2                                   Feb. 24, 2024",S-DEC,3,5:00
Jesus Aguilar,win,Shannon Ross,1,2,0,0,"UFC 290: Volkanovski vs. Rodriguez                                   Jul. 08, 2023",KO/TKO,1,0:17
Jesus Aguilar,loss,Tatsuro Taira,0,2,0,1,"UFC Fight Night: Lewis vs. Spivac                                   Feb. 04, 2023",SUB,1,4:20
Jesus Aguilar,win,Erisson Ferreira,0,24,3,1,"DWCS 6.5                                   Aug. 23, 2022",SUB,3,1:56
Christian Aguilera,loss,Carlston Harris,0,1,0,0,"UFC Fight Night: Rodriguez vs. Waterson                                   May. 08, 2021",SUB,1,2:52
Christian Aguilera,loss,Sean Brady,0,16,0,0,"UFC Fight Night: Smith vs. Rakic                                   Aug. 29, 2020",SUB,2,1:47
Christian Aguilera,win,Anthony Ivy,0,10,0,0,"UFC Fight Night: Eye vs. Calvillo                                   Jun. 13, 2020",KO/TKO,1,0:59
Nick Aguirre,loss,Payton Talbott,0,5,2,0,"UFC Fight Night: Allen vs. Craig                                   Nov. 18, 2023",SUB,3,0:58
Nick Aguirre,loss,Dan Argueta,0,14,0,1,"UFC Fight Night: Strickland vs. Imavov                                   Jan. 14, 2023",U-DEC,3,5:00
 Agulali,win,Agulali                           Mridul Saikia,1,12,0,0,"Road to UFC 4.1 + 4.2                                   May. 22, 2025",KO/TKO,1,4:23
Mike Aina,nc,Billy Evangelista,--,--,--,--,"Strikeforce Challengers 1                                   May. 15, 2009",Overturned,2,3:42
Mike Aina,loss,Nick Diaz,0,43,0,0,"EliteXC - Uprising                                   Sep. 15, 2007",S-DEC,3,5:00
Ashiek Ajim,loss,Mateus Mendonca,0,4,0,0,"DWCS 6.10                                   Sep. 27, 2022",KO/TKO,1,0:48
Hitomi Akano,loss,Sara McMann,0,7,0,0,"ProElite 3: Da Spyder vs. Minowaman                                   Jan. 21, 2012",U-DEC,3,5:00
Hitomi Akano,loss,Miesha Tate,0,6,0,1,"Strikeforce Challengers 10                                    Aug. 13, 2010",U-DEC,3,3:00
Hitomi Akano,win,Carina Damm,--,--,--,--,"Strikeforce Challengers 10                                   Aug. 13, 2010",SUB,2,1:48
Hitomi Akano,loss,Cristiane Justino,0,5,0,0,"Strikeforce - Shamrock vs. Diaz                                   Apr. 11, 2009",KO/TKO,3,0:35
Omari Akhmedov,loss,Brad Tavares,0,48,2,0,"UFC 264: Poirier vs. McGregor 3                                   Jul. 10, 2021",S-DEC,3,5:00
Omari Akhmedov,win,Tom Breese,0,25,2,1,"UFC Fight Night: Chiesa vs. Magny                                   Jan. 20, 2021",SUB,2,1:41
Omari Akhmedov,loss,Chris Weidman,0,33,4,0,"UFC Fight Night: Lewis vs. Oleinik                                   Aug. 08, 2020",U-DEC,3,5:00
Omari Akhmedov,win,Ian Heinisch,0,55,2,0,"UFC 245: Usman vs. Covington                                   Dec. 14, 2019",U-DEC,3,5:00
Omari Akhmedov,win,Zak Cummings,0,26,2,0,"UFC 242: Khabib vs. Poirier                                   Sep. 07, 2019",U-DEC,3,5:00
Omari Akhmedov,win,Tim Boetsch,0,52,0,0,"UFC Fight Night: Lewis vs. Dos Santos                                   Mar. 09, 2019",U-DEC,3,5:00
Omari Akhmedov,draw,Marvin Vettori,0,51,0,0,"UFC 219: Cyborg vs. Holm                                   Dec. 30, 2017",M-DEC,3,5:00
Omari Akhmedov,win,Abdul Razak Alhassan,0,52,6,0,"UFC Fight Night: Gustafsson vs. Teixeira                                   May. 28, 2017",S-DEC,3,5:00
Omari Akhmedov,win,Kyle Noke,0,23,3,0,"UFC Fight Night: Whittaker vs. Brunson                                   Nov. 26, 2016",U-DEC,3,5:00
Omari Akhmedov,loss,Elizeu Zaleski dos Santos,0,36,3,1,"UFC on FOX: Teixeira vs Evans                                   Apr. 16, 2016",KO/TKO,3,3:03
Omari Akhmedov,loss,Sergio Moraes,1,35,1,0,"UFC Fight Night: Namajunas vs. VanZant                                   Dec. 10, 2015",KO/TKO,3,2:18
Omari Akhmedov,win,Brian Ebersole,0,15,0,0,"UFC Fight Night: Boetsch vs Henderson                                   Jun. 06, 2015",KO/TKO,1,5:00
Omari Akhmedov,win,Mats Nilsson,0,64,5,0,"UFC 182: Jones vs Cormier                                   Jan. 03, 2015",U-DEC,3,5:00
Omari Akhmedov,loss,Gunnar Nelson,0,6,0,0,"UFC Fight Night: Gustafsson vs Manuwa                                   Mar. 08, 2014",SUB,1,4:36
Omari Akhmedov,win,Thiago Perpetuo,1,14,1,1,"UFC Fight Night: Belfort vs Henderson 2                                   Nov. 09, 2013",KO/TKO,1,3:31
Yoshihiro Akiyama,loss,Alberto Mina,0,78,0,0,"UFC Fight Night: Henderson vs Masvidal                                   Nov. 28, 2015",S-DEC,3,5:00
Yoshihiro Akiyama,win,Amir Sadollah,0,57,2,0,"UFC Fight Night: Hunt vs Nelson                                   Sep. 20, 2014",U-DEC,3,5:00
Yoshihiro Akiyama,loss,Jake Shields,0,33,2,0,"UFC 144: Edgar vs Henderson                                   Feb. 25, 2012",U-DEC,3,5:00
Yoshihiro Akiyama,loss,Vitor Belfort,0,1,0,0,"UFC 133: Evans vs Ortiz 2                                   Aug. 06, 2011",KO/TKO,1,1:52
Yoshihiro Akiyama,loss,Michael Bisping,0,50,0,0,"UFC 120: Bisping vs Akiyama                                   Oct. 16, 2010",U-DEC,3,5:00
Yoshihiro Akiyama,loss,Chris Leben,0,27,5,1,"UFC 116: Lesnar vs Carwin                                   Jul. 03, 2010",SUB,3,4:40
Yoshihiro Akiyama,win,Alan Belcher,0,55,3,0,"UFC 100                                   Jul. 11, 2009",S-DEC,3,5:00
Yoshihiro Akiyama,win,Masanori Tonooka,0,7,2,1,"DREAM 6: Middleweight Grand Prix 2008 Final Round                                   Sep. 23, 2008",SUB,1,6:26
Yoshihiro Akiyama,win,Katsuyori Shibata,0,8,1,1,"DREAM 5: Lightweight Grand Prix 2008 Final Round                                   Jul. 21, 2008",SUB,1,6:34
Yoshihiro Akiyama,nc,Kazuo Misaki,1,31,0,0,"Yarrenoka! - New Year's Eve 2007                                   Dec. 31, 2007",Overturned,1,7:48
Yoshihiro Akiyama,win,Denis Kang,1,7,0,0,"K-1 Hero's Korea 2007                                   Oct. 28, 2007",KO/TKO,1,4:45
Yoshihiro Akiyama,nc,Kazushi Sakuraba,0,30,0,0,"K-1 Dynamite!! 2006                                   Dec. 31, 2006",Overturned,1,5:37
Yoshihiro Akiyama,win,Melvin Manhoef,0,2,0,2,"K-1 Hero's 7                                   Oct. 09, 2006",SUB,1,1:58
Yoshihiro Akiyama,win,Kestutis Smirnovas,1,11,0,0,"K-1 Hero's 7                                   Oct. 09, 2006",KO/TKO,1,3:01
Yoshihiro Akiyama,win,Taiei Kin,0,3,1,1,"K-1 Hero's 6                                   Aug. 05, 2006",SUB,1,2:01
Yoshihiro Akiyama,win,Katsuhiko Nagata,1,11,0,0,"K-1 Hero's 5                                   May. 03, 2006",KO/TKO,1,2:25
Yoshihiro Akiyama,win,Tokimitsu Ishizawa,0,19,1,1,"K-1 Hero's 4                                   Mar. 15, 2006",SUB,2,1:41
Yoshihiro Akiyama,win,Masakatsu Okuda,0,15,1,0,"K-1 Hero's Seoul                                   Nov. 05, 2005",KO/TKO,1,3:31
Yoshihiro Akiyama,win,Michael Lerma,0,18,1,0,"K-1 World MAX 2005 Champions Challenge                                   Oct. 12, 2005",KO/TKO,1,2:47
Yoshihiro Akiyama,win,Carl Toomey,0,0,1,1,"K-1 Hero's 2                                   Jul. 06, 2005",SUB,1,0:59
Yoshihiro Akiyama,loss,Jerome LeBanner,0,1,2,1,"K-1 Hero's 1                                   Mar. 26, 2005",KO/TKO,1,2:24
Yoshihiro Akiyama,win,Francois Botha,0,2,1,1,"K-1 Dynamite!! 2004                                   Dec. 31, 2004",SUB,1,1:54
Rostem Akman,loss,Jake Matthews,0,15,0,0,"UFC 243: Whittaker vs. Adesanya                                   Oct. 05, 2019",U-DEC,3,5:00
Rostem Akman,loss,Sergey Khandozhko,0,39,2,0,"UFC Fight Night: Gustafsson vs. Smith                                   Jun. 01, 2019",U-DEC,3,5:00
Razak Al-Hassan,loss,Kyle Kingsbury,0,31,1,0,"UFC 104: Machida vs Shogun                                   Oct. 24, 2009",S-DEC,3,5:00
Razak Al-Hassan,loss,Steve Cantwell,0,13,0,0,"UFC Fight Night - Fight for the Troops                                   Dec. 10, 2008",SUB,1,4:04
Abdul-Kareem Al-Selwady,loss,Loik Radzhabov,0,38,3,0,"UFC Fight Night: Rozenstruik vs. Gaziev                                   Mar. 02, 2024",KO/TKO,3,0:49
Abdul-Kareem Al-Selwady,win,George Hardwick,0,69,1,0,"DWCS 7.2                                   Aug. 15, 2023",U-DEC,3,5:00
Mostapha Al-Turk,loss,Jon Madsen,0,20,0,0,"UFC 112: Invincible                                   Apr. 10, 2010",U-DEC,3,5:00
Mostapha Al-Turk,loss,Mirko Filipovic,0,7,0,0,"UFC 99: The Comeback                                   Jun. 13, 2009",KO/TKO,1,3:06
Mostapha Al-Turk,loss,Cheick Kongo,0,4,0,0,"UFC 92: The Ultimate 2008                                   Dec. 27, 2008",KO/TKO,1,4:37
Herdem Alacabek,loss,William Knight,0,56,2,0,"DWCS 3.8                                   Aug. 13, 2019",KO/TKO,3,4:34
Javi Alanis,loss,Adam Antolin,--,--,--,--,"Strikeforce - Young Guns 3                                   Sep. 13, 2008",KO/TKO,2,1:41
 Alatengheili,loss,Alatengheili                           Da'Mon Blackshear,0,61,0,0,"UFC Fight Night: Machado Garry vs. Prates                                   Apr. 26, 2025",U-DEC,3,5:00
 Alatengheili,win,Alatengheili                           Kleydson Rodrigues,0,18,3,0,"UFC Fight Night: Barboza vs. Murphy                                   May. 18, 2024",U-DEC,3,5:00
 Alatengheili,loss,Alatengheili                           Chris Gutierrez,0,38,2,0,"UFC Fight Night: Yusuff vs. Barboza                                   Oct. 14, 2023",U-DEC,3,5:00
 Alatengheili,win,Alatengheili                           Chad Anheliger,0,49,2,0,"UFC 279: Diaz vs. Ferguson                                   Sep. 10, 2022",U-DEC,3,5:00
