Fighter,W/L,Opponent,Knockdowns,Strikes,Takedowns,SubmissionAttempts,Event,Method,Round,Date
Demian Maia,loss,Nate Marquardt,"0
","0
","0
","0
","UFC 102: Couture vs Nogueira
          


          
          Aug. 29, 2009","KO/TKO
",1,0:21
Demian Maia,win,Chael Sonnen,"0
","6
","1
","1
","UFC 95: Sanchez vs Stevenson
          


          
          Feb. 21, 2009","SUB
",1,2:37
Demian Maia,win,Nate Quarry,"0
","2
","1
","1
","UFC 91: Couture vs Lesnar
          


          
          Nov. 15, 2008","SUB
",1,2:13
Demian Maia,win,Jason MacDonald,"0
","30
","2
","3
","UFC 87: Seek And Destroy
          


          
          Aug. 09, 2008","SUB
",3,2:44
Demian Maia,win,Ed Herman,"0
","15
","1
","3
","UFC 83: Serra vs St-Pierre 2
          


          
          Apr. 19, 2008","SUB
",2,2:27
Demian Maia,win,Ryan Jensen,"0
","3
","2
","1
","UFC 77: Hostile Territory
          


          
          Oct. 20, 2007","SUB
",1,2:40
Jennifer Maia,loss,Viviane Araujo,"0
","41
","2
","0
","UFC Fight Night: Yusuff vs. Barboza
          


          
          Oct. 14, 2023",U-DEC,3,5:00
Jennifer Maia,win,Casey O'Neill,"0
","145
","0
","0
","UFC 286: Edwards vs. Usman 3
          


          
          Mar. 18, 2023",U-DEC,3,5:00
Jennifer Maia,win,Maryna Moroz,"0
","109
","0
","0
","UFC Fight Night: Nzechukwu vs. Cutelaba
          


          
          Nov. 19, 2022",U-DEC,3,5:00
Jennifer Maia,loss,Manon Fiorot,"0
","37
","1
","0
","UFC Fight Night: Blaydes vs. Daukaus
          


          
          Mar. 26, 2022",U-DEC,3,5:00
Jennifer Maia,loss,Katlyn Cerminara,"0
","52
","0
","0
","UFC Fight Night: Kattar vs. Chikadze
          


          
          Jan. 15, 2022",U-DEC,3,5:00
Jennifer Maia,win,Jessica Eye,"0
","98
","0
","0
","UFC 264: Poirier vs. McGregor 3
          


          
          Jul. 10, 2021",U-DEC,3,5:00
Jennifer Maia,loss,Valentina Shevchenko,"0
","36
","1
","0
","UFC 255: Figueiredo vs. Perez
          



          
          Nov. 21, 2020",U-DEC,5,5:00
Jennifer Maia,win,Joanne Wood,"0
","20
","0
","1
","UFC Fight Night: Brunson vs. Shahbazyan
          


          
          Aug. 01, 2020","SUB
",1,4:29
Jennifer Maia,loss,Katlyn Cerminara,"0
","58
","1
","0
","UFC 244: Masvidal vs. Diaz
          


          
          Nov. 02, 2019",U-DEC,3,5:00
Jennifer Maia,win,Roxanne Modafferi,"0
","83
","0
","0
","UFC Fight Night: Dos Anjos vs. Edwards
          


          
          Jul. 20, 2019",U-DEC,3,5:00
Jennifer Maia,win,Alexis Davis,"0
","60
","0
","0
","UFC Fight Night: Thompson vs. Pettis
          


          
          Mar. 23, 2019",U-DEC,3,5:00
Jennifer Maia,loss,Liz Carmouche,"0
","42
","0
","0
","UFC Fight Night: Dos Santos vs. Ivanov
          


          
          Jul. 14, 2018",U-DEC,3,5:00
Nayara Maia,loss,Tereza Bleda,"0
","9
","1
","1
","DWCS 6.7
          


          
          Sep. 06, 2022",U-DEC,3,5:00
Levan Makashvili,draw,Damon Jackson,"0
","65
","2
","0
","UFC on FOX: Johnson vs. Bader
          


          
          Jan. 30, 2016",M-DEC,3,5:00
Levan Makashvili,loss,Hacran Dias,"0
","37
","2
","0
","UFC Fight Night: Machida vs Romero
          


          
          Jun. 27, 2015",S-DEC,3,5:00
Levan Makashvili,win,Mark Eddiva,"0
","27
","7
","0
","UFC Fight Night: Edgar vs Faber
          


          
          May. 16, 2015",S-DEC,3,5:00
John Makdessi,loss,Jamie Mullarkey,"0
","83
","0
","0
","UFC 293: Adesanya vs. Strickland
          


          
          Sep. 09, 2023",U-DEC,3,5:00
John Makdessi,loss,Nasrat Haqparast,"0
","73
","0
","0
","UFC Fight Night: Gane vs. Tuivasa
          


          
          Sep. 03, 2022",U-DEC,3,5:00
John Makdessi,win,Ignacio Bahamondes,"0
","124
","0
","0
","UFC Fight Night: Vettori vs. Holland
          


          
          Apr. 10, 2021",S-DEC,3,5:00
John Makdessi,loss,Francisco Trinaldo,"0
","67
","0
","0
","UFC Fight Night: Lee vs. Oliveira
          


          
          Mar. 14, 2020",U-DEC,3,5:00
John Makdessi,win,Jesus Pinedo,"0
","73
","0
","0
","UFC Fight Night: Thompson vs. Pettis
          


          
          Mar. 23, 2019",U-DEC,3,5:00
John Makdessi,win,Ross Pearson,"0
","131
","0
","0
","UFC Fight Night: Alvarez vs. Poirier 2
          


          
          Jul. 28, 2018",U-DEC,3,5:00
John Makdessi,win,Abel Trujillo,"1
","47
","0
","0
","UFC Fight Night: Lawler vs. Dos Anjos
          


          
          Dec. 16, 2017",U-DEC,3,5:00
John Makdessi,loss,Lando Vannata,"0
","11
","0
","0
","UFC 206: Holloway vs. Pettis
          


          
          Dec. 10, 2016","KO/TKO
",1,1:40
John Makdessi,win,Mehdi Baghdad,"0
","84
","0
","0
","UFC Fight Night: Dos Anjos vs. Alvarez
          


          
          Jul. 07, 2016",S-DEC,3,5:00
John Makdessi,loss,Yancy Medeiros,"0
","114
","0
","0
","UFC 194: Aldo vs McGregor
          


          
          Dec. 12, 2015",S-DEC,3,5:00
John Makdessi,loss,Donald Cerrone,"0
","72
","0
","0
","UFC 187: Johnson vs Cormier
          


          
          May. 23, 2015","KO/TKO
",2,4:44
John Makdessi,win,Shane Campbell,"2
","47
","0
","0
","UFC 186: Johnson vs Horiguchi
          


          
          Apr. 25, 2015","KO/TKO
",1,4:53
John Makdessi,loss,Alan Patrick,"0
","61
","0
","0
","UFC 169: Barao vs Faber 2
          


          
          Feb. 01, 2014",U-DEC,3,5:00
John Makdessi,win,Renee Forte,"1
","20
","0
","0
","UFC 165: Jones vs Gustafsson
          


          
          Sep. 21, 2013","KO/TKO
",1,2:01
John Makdessi,win,Daron Cruickshank,"0
","86
","0
","0
","UFC 158: St-Pierre vs Diaz
          


          
          Mar. 16, 2013",U-DEC,3,5:00
John Makdessi,win,Sam Stout,"0
","84
","0
","0
","UFC 154: St-Pierre vs Condit
          


          
          Nov. 17, 2012",U-DEC,3,5:00
John Makdessi,loss,Anthony Njokuani,"0
","39
","0
","0
","UFC 145: Jones vs Evans
          


          
          Apr. 21, 2012",U-DEC,3,5:00
